Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,65169,0,8,43.703241780291734,2.3711449994152645,331.08150499992917,196.95892218692936,544.5054402486228,0.0,8,26,90,100,130,160,190,210,280,320,330
,Aggregated,65169,0,8,43.703241780291734,2.3711449994152645,331.08150499992917,196.95892218692936,544.5054402486228,0.0,8,26,90,100,130,160,190,210,280,320,330
