Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,22588,1,780,762.5985236160044,51.34494500089204,1182.7858120013843,236.84296971843457,187.9486696915086,0.008320730905414759,780,860,900,920,970,1000,1000,1100,1100,1200,1200
,Aggregated,22588,1,780,762.5985236160044,51.34494500089204,1182.7858120013843,236.84296971843457,187.9486696915086,0.008320730905414759,780,860,900,920,970,1000,1000,1100,1100,1200,1200
