Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,21643,0,820,755.873130116164,6.138112999906298,1169.785903999582,236.8755717784041,181.41792566954373,0.0,820,870,900,920,970,1000,1000,1100,1100,1200,1200
,Aggregated,21643,0,820,755.873130116164,6.138112999906298,1169.785903999582,236.8755717784041,181.41792566954373,0.0,820,870,900,920,970,1000,1000,1100,1100,1200,1200
