Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,47736,0,190,201.83688530145915,2.944046998891281,802.1275649989548,197.17839785486845,397.1374846370507,0.0,190,230,260,270,320,360,400,450,690,760,800
,Aggregated,47736,0,190,201.83688530145915,2.944046998891281,802.1275649989548,197.17839785486845,397.1374846370507,0.0,190,230,260,270,320,360,400,450,690,760,800
