Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,46966,0,180,210.97971791278593,3.119290002359776,522.9806039969844,236.3137375974109,390.58427668342495,0.0,180,230,290,330,380,400,430,440,480,510,520
,Aggregated,46966,0,180,210.97971791278593,3.119290002359776,522.9806039969844,236.3137375974109,390.58427668342495,0.0,180,230,290,330,380,400,430,440,480,510,520
