timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T04:41:16-03:00,service-a-79689f88cb-pspsn,service-a,617,117
2026-09-24T04:41:16-03:00,service-b-b9d464c6d-7wnvr,service-b,247,99
2026-09-24T04:41:19-03:00,service-a-79689f88cb-pspsn,service-a,617,117
2026-09-24T04:41:19-03:00,service-b-b9d464c6d-7wnvr,service-b,247,99
2026-09-24T04:41:22-03:00,service-a-79689f88cb-pspsn,service-a,617,117
2026-09-24T04:41:22-03:00,service-b-b9d464c6d-7wnvr,service-b,247,99
2026-09-24T04:41:25-03:00,service-a-79689f88cb-pspsn,service-a,617,117
2026-09-24T04:41:25-03:00,service-b-b9d464c6d-7wnvr,service-b,247,99
2026-09-24T04:41:28-03:00,service-a-79689f88cb-pspsn,service-a,617,117
2026-09-24T04:41:28-03:00,service-b-b9d464c6d-7wnvr,service-b,247,99
2026-09-24T04:41:31-03:00,service-a-79689f88cb-pspsn,service-a,733,118
2026-09-24T04:41:31-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:34-03:00,service-a-79689f88cb-pspsn,service-a,733,118
2026-09-24T04:41:34-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:37-03:00,service-a-79689f88cb-pspsn,service-a,733,118
2026-09-24T04:41:37-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:40-03:00,service-a-79689f88cb-pspsn,service-a,733,118
2026-09-24T04:41:40-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:43-03:00,service-a-79689f88cb-pspsn,service-a,733,118
2026-09-24T04:41:43-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:46-03:00,service-a-79689f88cb-pspsn,service-a,996,123
2026-09-24T04:41:46-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:49-03:00,service-a-79689f88cb-pspsn,service-a,996,123
2026-09-24T04:41:49-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:52-03:00,service-a-79689f88cb-pspsn,service-a,996,123
2026-09-24T04:41:52-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:56-03:00,service-a-79689f88cb-pspsn,service-a,996,123
2026-09-24T04:41:56-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:41:59-03:00,service-a-79689f88cb-pspsn,service-a,996,123
2026-09-24T04:41:59-03:00,service-b-b9d464c6d-7wnvr,service-b,273,99
2026-09-24T04:42:02-03:00,service-a-79689f88cb-pspsn,service-a,993,122
2026-09-24T04:42:02-03:00,service-b-b9d464c6d-7wnvr,service-b,340,102
2026-09-24T04:42:05-03:00,service-a-79689f88cb-pspsn,service-a,993,122
2026-09-24T04:42:05-03:00,service-b-b9d464c6d-7wnvr,service-b,340,102
2026-09-24T04:42:08-03:00,service-a-79689f88cb-pspsn,service-a,993,122
2026-09-24T04:42:08-03:00,service-b-b9d464c6d-7wnvr,service-b,340,102
2026-09-24T04:42:11-03:00,service-a-79689f88cb-pspsn,service-a,993,122
2026-09-24T04:42:11-03:00,service-b-b9d464c6d-7wnvr,service-b,340,102
2026-09-24T04:42:14-03:00,service-a-79689f88cb-pspsn,service-a,993,122
2026-09-24T04:42:14-03:00,service-b-b9d464c6d-7wnvr,service-b,340,102
2026-09-24T04:42:17-03:00,service-a-79689f88cb-pspsn,service-a,994,123
2026-09-24T04:42:17-03:00,service-b-b9d464c6d-7wnvr,service-b,342,104
2026-09-24T04:42:20-03:00,service-a-79689f88cb-pspsn,service-a,994,123
2026-09-24T04:42:20-03:00,service-b-b9d464c6d-7wnvr,service-b,342,104
2026-09-24T04:42:23-03:00,service-a-79689f88cb-pspsn,service-a,994,123
2026-09-24T04:42:23-03:00,service-b-b9d464c6d-7wnvr,service-b,342,104
2026-09-24T04:42:26-03:00,service-a-79689f88cb-pspsn,service-a,994,123
2026-09-24T04:42:26-03:00,service-b-b9d464c6d-7wnvr,service-b,342,104
2026-09-24T04:42:29-03:00,service-a-79689f88cb-pspsn,service-a,994,123
