timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T02:27:24-03:00,10.3,1.16,3758,71.0
2026-09-24T02:27:26-03:00,12.3,1.06,3792,66.0
2026-09-24T02:27:28-03:00,17.9,1.06,3704,68.0
2026-09-24T02:27:30-03:00,25.2,1.06,3700,73.0
2026-09-24T02:27:32-03:00,26.7,1.06,3702,75.0
2026-09-24T02:27:34-03:00,28.8,1.06,3725,73.0
2026-09-24T02:27:36-03:00,25.8,1.21,3766,69.0
2026-09-24T02:27:38-03:00,25.6,1.21,3815,68.0
2026-09-24T02:27:40-03:00,25.4,1.21,3802,69.0
2026-09-24T02:27:42-03:00,25.8,1.12,3829,70.0
2026-09-24T02:27:44-03:00,25.8,1.12,3700,71.0
2026-09-24T02:27:46-03:00,25.4,1.59,3700,76.0
2026-09-24T02:27:48-03:00,26.3,1.59,3803,72.0
2026-09-24T02:27:50-03:00,25.7,1.59,3471,70.0
2026-09-24T02:27:52-03:00,25.1,2.34,3904,67.0
2026-09-24T02:27:54-03:00,26.1,2.34,3828,70.0
2026-09-24T02:27:56-03:00,25.7,2.87,3812,68.0
2026-09-24T02:27:58-03:00,25.8,2.87,3745,68.0
2026-09-24T02:28:00-03:00,25.9,2.87,3640,70.0
2026-09-24T02:28:02-03:00,25.9,3.77,3700,75.0
2026-09-24T02:28:04-03:00,25.5,3.77,3758,76.0
2026-09-24T02:28:06-03:00,25.9,4.59,3841,72.0
2026-09-24T02:28:08-03:00,25.7,4.59,3844,69.0
2026-09-24T02:28:10-03:00,25.0,4.59,3873,70.0
2026-09-24T02:28:12-03:00,25.2,4.70,3747,71.0
2026-09-24T02:28:14-03:00,25.7,4.70,3430,70.0
2026-09-24T02:28:16-03:00,24.6,5.12,3825,69.0
2026-09-24T02:28:18-03:00,26.3,5.12,3700,76.0
2026-09-24T02:28:20-03:00,26.0,5.12,3700,76.0
2026-09-24T02:28:22-03:00,25.1,5.91,3791,74.0
2026-09-24T02:28:24-03:00,26.3,5.91,3772,71.0
2026-09-24T02:28:26-03:00,26.4,6.16,3740,72.0
2026-09-24T02:28:28-03:00,25.1,6.16,3717,72.0
2026-09-24T02:28:30-03:00,25.7,6.16,3549,72.0
2026-09-24T02:28:32-03:00,25.1,6.23,3704,76.0
2026-09-24T02:28:34-03:00,25.6,6.23,3700,77.0
2026-09-24T02:28:36-03:00,26.7,6.77,3700,76.0
2026-09-24T02:28:38-03:00,25.5,6.77,3772,76.0
2026-09-24T02:28:40-03:00,27.8,6.77,3787,71.0
2026-09-24T02:28:42-03:00,25.6,6.79,3398,72.0
2026-09-24T02:28:44-03:00,25.1,6.79,3794,70.0
2026-09-24T02:28:46-03:00,26.1,7.45,3748,71.0
2026-09-24T02:28:48-03:00,26.2,7.45,3789,72.0
2026-09-24T02:28:50-03:00,25.2,7.45,3700,76.0
2026-09-24T02:28:52-03:00,26.0,7.49,3700,78.0
2026-09-24T02:28:54-03:00,26.2,7.49,3704,72.0
2026-09-24T02:28:56-03:00,25.4,7.77,3815,72.0
2026-09-24T02:28:58-03:00,26.2,7.77,3783,71.0
2026-09-24T02:29:00-03:00,26.1,7.77,3701,72.0
2026-09-24T02:29:02-03:00,25.4,8.11,3812,72.0
2026-09-24T02:29:04-03:00,26.0,8.11,3464,71.0
2026-09-24T02:29:06-03:00,27.2,8.50,3700,75.0
2026-09-24T02:29:08-03:00,25.6,8.50,3700,77.0
2026-09-24T02:29:10-03:00,26.1,8.50,3799,72.0
2026-09-24T02:29:12-03:00,25.5,9.10,3780,74.0
2026-09-24T02:29:14-03:00,24.4,9.10,3778,71.0
2026-09-24T02:29:16-03:00,26.1,8.78,3426,72.0
2026-09-24T02:29:18-03:00,25.7,8.78,3567,72.0
2026-09-24T02:29:20-03:00,25.0,8.78,3878,71.0
2026-09-24T02:29:22-03:00,25.9,8.87,3700,76.0
2026-09-24T02:29:24-03:00,27.1,8.87,3744,75.0
2026-09-24T02:29:26-03:00,24.9,8.88,3179,74.0
2026-09-24T02:29:28-03:00,26.1,8.88,3799,73.0
2026-09-24T02:29:30-03:00,25.6,8.88,3776,74.0
2026-09-24T02:29:32-03:00,25.7,8.41,3708,79.0
2026-09-24T02:29:34-03:00,2.1,8.41,3438,73.0
2026-09-24T02:29:36-03:00,1.9,7.74,3700,68.0
2026-09-24T02:29:38-03:00,1.4,7.74,3807,62.0
