timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T02:27:25-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:25-03:00,service-b-b9d464c6d-szfsw,service-b,229,99
2026-09-24T02:27:28-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:28-03:00,service-b-b9d464c6d-szfsw,service-b,229,99
2026-09-24T02:27:31-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:31-03:00,service-b-b9d464c6d-szfsw,service-b,229,99
2026-09-24T02:27:34-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:34-03:00,service-b-b9d464c6d-szfsw,service-b,229,99
2026-09-24T02:27:37-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:37-03:00,service-b-b9d464c6d-szfsw,service-b,229,99
2026-09-24T02:27:40-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:40-03:00,service-b-b9d464c6d-szfsw,service-b,283,99
2026-09-24T02:27:43-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:43-03:00,service-b-b9d464c6d-szfsw,service-b,283,99
2026-09-24T02:27:46-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:46-03:00,service-b-b9d464c6d-szfsw,service-b,283,99
2026-09-24T02:27:49-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:49-03:00,service-b-b9d464c6d-szfsw,service-b,283,99
2026-09-24T02:27:52-03:00,service-a-79689f88cb-wdf52,service-a,820,116
2026-09-24T02:27:52-03:00,service-b-b9d464c6d-szfsw,service-b,283,99
2026-09-24T02:27:55-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:27:55-03:00,service-b-b9d464c6d-szfsw,service-b,346,102
2026-09-24T02:27:58-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:27:58-03:00,service-b-b9d464c6d-szfsw,service-b,346,102
2026-09-24T02:28:01-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:01-03:00,service-b-b9d464c6d-szfsw,service-b,346,102
2026-09-24T02:28:04-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:04-03:00,service-b-b9d464c6d-szfsw,service-b,346,102
2026-09-24T02:28:07-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:07-03:00,service-b-b9d464c6d-szfsw,service-b,346,102
2026-09-24T02:28:11-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:11-03:00,service-b-b9d464c6d-szfsw,service-b,349,104
2026-09-24T02:28:14-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:14-03:00,service-b-b9d464c6d-szfsw,service-b,349,104
2026-09-24T02:28:17-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:17-03:00,service-b-b9d464c6d-szfsw,service-b,349,104
2026-09-24T02:28:20-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:20-03:00,service-b-b9d464c6d-szfsw,service-b,349,104
2026-09-24T02:28:23-03:00,service-a-79689f88cb-wdf52,service-a,882,123
2026-09-24T02:28:23-03:00,service-b-b9d464c6d-szfsw,service-b,349,104
2026-09-24T02:28:26-03:00,service-a-79689f88cb-wdf52,service-a,995,123
2026-09-24T02:28:26-03:00,service-b-b9d464c6d-szfsw,service-b,345,104
2026-09-24T02:28:29-03:00,service-a-79689f88cb-wdf52,service-a,995,123
2026-09-24T02:28:29-03:00,service-b-b9d464c6d-szfsw,service-b,345,104
2026-09-24T02:28:32-03:00,service-a-79689f88cb-wdf52,service-a,995,123
2026-09-24T02:28:32-03:00,service-b-b9d464c6d-szfsw,service-b,345,104
2026-09-24T02:28:35-03:00,service-a-79689f88cb-wdf52,service-a,995,123
2026-09-24T02:28:35-03:00,service-b-b9d464c6d-szfsw,service-b,345,104
2026-09-24T02:28:38-03:00,service-a-79689f88cb-wdf52,service-a,995,123
