Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,44000,0,240,245.17966785719094,3.092945000389591,595.9024180010601,208.27602272727273,365.96343420208734,0.0,240,280,310,320,380,420,470,490,550,590,600
,Aggregated,44000,0,240,245.17966785719094,3.092945000389591,595.9024180010601,208.27602272727273,365.96343420208734,0.0,240,280,310,320,380,420,470,490,550,590,600
