Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,64391,0,10,48.73285662528693,2.5821459994403995,292.2632279996833,208.0129831808793,537.3853352223002,0.0,10,44,110,120,150,160,180,200,250,280,290
,Aggregated,64391,0,10,48.73285662528693,2.5821459994403995,292.2632279996833,208.0129831808793,537.3853352223002,0.0,10,44,110,120,150,160,180,200,250,280,290
