Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1790230349,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1790230350,20,POST,/api/v1/checkout,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,63,1,8,36.991962968184254,5.873897000128636,175.29277200083015,233.84126984126985
1790230350,20,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,63,1,8,36.991962968184254,5.873897000128636,175.29277200083015,233.84126984126985
1790230351,40,POST,/api/v1/checkout,0.000000,0.000000,8,10,13,24,40,130,170,170,180,180,180,196,1,8,20.557699892824346,5.736009999964153,175.29277200083015,235.37755102040816
1790230351,40,,Aggregated,0.000000,0.000000,8,10,13,24,40,130,170,170,180,180,180,196,1,8,20.557699892824346,5.736009999964153,175.29277200083015,235.37755102040816
1790230352,60,POST,/api/v1/checkout,2.000000,0.000000,9,13,17,21,35,48,130,170,180,180,180,393,1,9,18.010228267089484,5.736009999964153,175.29277200083015,235.74809160305344
1790230352,60,,Aggregated,2.000000,0.000000,9,13,17,21,35,48,130,170,180,180,180,393,1,9,18.010228267089484,5.736009999964153,175.29277200083015,235.74809160305344
1790230353,80,POST,/api/v1/checkout,39.500000,0.500000,14,28,39,47,72,120,180,190,260,260,260,610,1,14,31.534155326177125,5.736009999964153,255.3740959992865,235.9967213114754
1790230353,80,,Aggregated,39.500000,0.500000,14,28,39,47,72,120,180,190,260,260,260,610,1,14,31.534155326177125,5.736009999964153,255.3740959992865,235.9967213114754
1790230354,100,POST,/api/v1/checkout,71.000000,0.333333,27,62,130,160,220,260,290,310,390,390,390,797,1,27,72.92633460847732,5.736009999964153,388.9869259983243,236.19824341279798
1790230354,100,,Aggregated,71.000000,0.333333,27,62,130,160,220,260,290,310,390,390,390,797,1,27,72.92633460847732,5.736009999964153,388.9869259983243,236.19824341279798
1790230355,120,POST,/api/v1/checkout,101.500000,0.250000,49,160,220,240,310,350,390,410,530,530,530,986,1,48,115.3418361804766,5.736009999964153,534.5382330015127,236.32454361054766
1790230355,120,,Aggregated,101.500000,0.250000,49,160,220,240,310,350,390,410,530,530,530,986,1,48,115.3418361804766,5.736009999964153,534.5382330015127,236.32454361054766
1790230356,140,POST,/api/v1/checkout,123.600000,0.200000,110,230,280,320,390,440,510,560,630,640,640,1172,1,110,159.73604660831577,5.736009999964153,640.7938209995336,236.410409556314
1790230356,140,,Aggregated,123.600000,0.200000,110,230,280,320,390,440,510,560,630,640,640,1172,1,110,159.73604660831577,5.736009999964153,640.7938209995336,236.410409556314
1790230357,160,POST,/api/v1/checkout,134.666667,0.166667,180,300,350,380,460,530,600,720,920,920,920,1365,1,180,204.45287507613472,5.736009999964153,924.6777799999109,236.47545787545786
1790230357,160,,Aggregated,134.666667,0.166667,180,300,350,380,460,530,600,720,920,920,920,1365,1,180,204.45287507613472,5.736009999964153,924.6777799999109,236.47545787545786
1790230358,180,POST,/api/v1/checkout,142.142857,0.142857,230,350,410,440,530,600,880,900,970,990,990,1551,1,230,250.30237638551174,5.736009999964153,992.8014449978946,236.5183752417795
1790230358,180,,Aggregated,142.142857,0.142857,230,350,410,440,530,600,880,900,970,990,990,1551,1,230,250.30237638551174,5.736009999964153,992.8014449978946,236.5183752417795
1790230359,200,POST,/api/v1/checkout,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,184,0,650,704.8935968368824,478.8757610003813,1077.3775019988534,236.91304347826087
1790230359,200,,Aggregated,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,184,0,650,704.8935968368824,478.8757610003813,1077.3775019988534,236.91304347826087
1790230360,200,POST,/api/v1/checkout,0.000000,0.000000,690,780,850,910,1000,1100,1100,1100,1100,1100,1100,373,0,690,743.0027509355532,478.8757610003813,1142.4907440014067,236.91152815013405
