timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T03:12:31-03:00,16.9,0.93,3700,67.0
2026-09-24T03:12:33-03:00,20.7,0.93,3700,75.0
2026-09-24T03:12:35-03:00,24.1,0.93,3774,70.0
2026-09-24T03:12:37-03:00,24.1,0.85,3700,68.0
2026-09-24T03:12:39-03:00,24.9,0.85,3723,75.0
2026-09-24T03:12:41-03:00,30.3,0.79,3806,69.0
2026-09-24T03:12:43-03:00,23.6,0.79,3878,67.0
2026-09-24T03:12:45-03:00,24.7,0.79,3812,66.0
2026-09-24T03:12:47-03:00,23.6,0.80,3869,67.0
2026-09-24T03:12:49-03:00,24.0,0.80,3700,74.0
2026-09-24T03:12:51-03:00,24.9,0.82,3700,73.0
2026-09-24T03:12:53-03:00,23.2,0.82,3843,70.0
2026-09-24T03:12:55-03:00,23.9,0.82,3824,68.0
2026-09-24T03:12:57-03:00,23.9,0.75,3795,66.0
2026-09-24T03:12:59-03:00,22.5,0.75,3880,68.0
2026-09-24T03:13:01-03:00,24.0,0.85,3418,67.0
2026-09-24T03:13:03-03:00,23.8,0.85,3766,66.0
2026-09-24T03:13:05-03:00,23.8,0.85,3700,71.0
2026-09-24T03:13:07-03:00,23.9,0.87,3700,78.0
2026-09-24T03:13:09-03:00,24.3,0.87,3773,71.0
2026-09-24T03:13:11-03:00,22.7,0.96,3786,69.0
2026-09-24T03:13:13-03:00,24.1,0.96,3823,67.0
2026-09-24T03:13:15-03:00,24.6,0.96,3847,67.0
2026-09-24T03:13:17-03:00,22.5,0.88,3825,67.0
2026-09-24T03:13:19-03:00,23.9,0.88,3805,67.0
2026-09-24T03:13:21-03:00,24.1,0.81,3077,69.0
2026-09-24T03:13:23-03:00,23.7,0.81,3700,76.0
2026-09-24T03:13:25-03:00,25.2,0.81,3699,74.0
2026-09-24T03:13:27-03:00,23.9,0.74,3840,71.0
2026-09-24T03:13:29-03:00,22.8,0.74,3788,69.0
2026-09-24T03:13:31-03:00,24.0,1.89,3770,69.0
2026-09-24T03:13:33-03:00,23.8,1.89,3700,75.0
2026-09-24T03:13:35-03:00,23.4,1.89,3846,68.0
2026-09-24T03:13:37-03:00,23.9,2.86,3820,67.0
2026-09-24T03:13:39-03:00,23.2,2.86,3700,76.0
2026-09-24T03:13:41-03:00,24.3,3.27,3700,77.0
2026-09-24T03:13:43-03:00,23.9,3.27,3810,70.0
2026-09-24T03:13:45-03:00,23.6,3.27,3809,69.0
2026-09-24T03:13:47-03:00,24.3,3.41,3770,68.0
2026-09-24T03:13:49-03:00,24.7,3.41,3867,68.0
2026-09-24T03:13:51-03:00,22.9,3.62,3454,69.0
2026-09-24T03:13:53-03:00,24.1,3.62,3791,68.0
2026-09-24T03:13:55-03:00,23.9,3.62,3700,73.0
2026-09-24T03:13:58-03:00,23.1,3.81,3700,77.0
2026-09-24T03:14:00-03:00,24.7,3.81,3808,71.0
2026-09-24T03:14:02-03:00,25.6,4.30,3799,69.0
2026-09-24T03:14:04-03:00,23.0,4.30,3734,69.0
2026-09-24T03:14:06-03:00,24.0,4.30,3725,69.0
2026-09-24T03:14:08-03:00,23.8,5.56,3871,68.0
2026-09-24T03:14:10-03:00,23.6,5.56,3871,69.0
2026-09-24T03:14:12-03:00,23.8,6.32,3410,68.0
2026-09-24T03:14:14-03:00,24.7,6.32,3700,76.0
2026-09-24T03:14:16-03:00,24.2,6.32,3700,75.0
2026-09-24T03:14:18-03:00,23.7,6.29,3849,70.0
2026-09-24T03:14:20-03:00,24.6,6.29,3840,70.0
2026-09-24T03:14:22-03:00,23.1,6.67,3637,68.0
2026-09-24T03:14:24-03:00,24.1,6.67,3790,68.0
2026-09-24T03:14:26-03:00,24.0,6.67,3826,68.0
2026-09-24T03:14:28-03:00,22.6,6.70,3727,68.0
2026-09-24T03:14:30-03:00,24.1,6.70,3700,72.0
2026-09-24T03:14:32-03:00,24.6,6.72,3700,80.0
2026-09-24T03:14:34-03:00,23.4,6.72,3808,71.0
2026-09-24T03:14:36-03:00,24.4,6.72,3812,70.0
2026-09-24T03:14:38-03:00,23.8,6.82,3896,71.0
2026-09-24T03:14:40-03:00,27.0,6.82,3703,76.0
2026-09-24T03:14:42-03:00,7.8,6.28,3777,65.0
