Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,43707,0,240,249.23858420682322,3.283891001046868,741.207808998297,208.2761342576704,363.51005049311294,0.0,240,290,330,350,420,480,520,550,640,680,740
,Aggregated,43707,0,240,249.23858420682322,3.283891001046868,741.207808998297,208.2761342576704,363.51005049311294,0.0,240,290,330,350,420,480,520,550,640,680,740
