Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,58476,0,28,77.35477883902685,2.51596599991899,432.7387350003846,208.1024693891511,487.2409299010006,0.0,28,110,140,160,200,240,280,310,370,420,430
,Aggregated,58476,0,28,77.35477883902685,2.51596599991899,432.7387350003846,208.1024693891511,487.2409299010006,0.0,28,110,140,160,200,240,280,310,370,420,430
