Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,64206,0,9,48.15446804295704,2.610515000014857,382.43709200014564,201.99049933028067,536.6175072489533,0.0,9,38,100,110,140,170,200,220,320,370,380
,Aggregated,64206,0,9,48.15446804295704,2.610515000014857,382.43709200014564,201.99049933028067,536.6175072489533,0.0,9,38,100,110,140,170,200,220,320,370,380
