Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,46938,0,210,211.2701012772622,11.299281999527011,441.7110199974559,236.3075120371554,390.4910220080789,0.0,210,230,250,260,280,300,320,330,370,400,440
,Aggregated,46938,0,210,211.2701012772622,11.299281999527011,441.7110199974559,236.3075120371554,390.4910220080789,0.0,210,230,250,260,280,300,320,330,370,400,440
