timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T03:29:33-03:00,service-a-79689f88cb-swt6v,service-a,517,117
2026-09-24T03:29:33-03:00,service-b-b9d464c6d-ng5cm,service-b,252,98
2026-09-24T03:29:36-03:00,service-a-79689f88cb-swt6v,service-a,517,117
2026-09-24T03:29:36-03:00,service-b-b9d464c6d-ng5cm,service-b,252,98
2026-09-24T03:29:39-03:00,service-a-79689f88cb-swt6v,service-a,517,117
2026-09-24T03:29:39-03:00,service-b-b9d464c6d-ng5cm,service-b,252,98
2026-09-24T03:29:42-03:00,service-a-79689f88cb-swt6v,service-a,517,117
2026-09-24T03:29:42-03:00,service-b-b9d464c6d-ng5cm,service-b,252,98
2026-09-24T03:29:45-03:00,service-a-79689f88cb-swt6v,service-a,517,117
2026-09-24T03:29:45-03:00,service-b-b9d464c6d-ng5cm,service-b,252,98
2026-09-24T03:29:48-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:29:48-03:00,service-b-b9d464c6d-ng5cm,service-b,237,99
2026-09-24T03:29:51-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:29:51-03:00,service-b-b9d464c6d-ng5cm,service-b,237,99
2026-09-24T03:29:54-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:29:54-03:00,service-b-b9d464c6d-ng5cm,service-b,237,99
2026-09-24T03:29:57-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:29:57-03:00,service-b-b9d464c6d-ng5cm,service-b,237,99
2026-09-24T03:30:00-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:30:00-03:00,service-b-b9d464c6d-ng5cm,service-b,237,99
2026-09-24T03:30:03-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:30:03-03:00,service-b-b9d464c6d-ng5cm,service-b,288,102
2026-09-24T03:30:06-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:30:06-03:00,service-b-b9d464c6d-ng5cm,service-b,288,102
2026-09-24T03:30:10-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:30:10-03:00,service-b-b9d464c6d-ng5cm,service-b,288,102
2026-09-24T03:30:13-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:30:13-03:00,service-b-b9d464c6d-ng5cm,service-b,288,102
2026-09-24T03:30:16-03:00,service-a-79689f88cb-swt6v,service-a,805,122
2026-09-24T03:30:16-03:00,service-b-b9d464c6d-ng5cm,service-b,288,102
2026-09-24T03:30:19-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:19-03:00,service-b-b9d464c6d-ng5cm,service-b,338,102
2026-09-24T03:30:22-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:22-03:00,service-b-b9d464c6d-ng5cm,service-b,338,102
2026-09-24T03:30:25-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:25-03:00,service-b-b9d464c6d-ng5cm,service-b,338,102
2026-09-24T03:30:28-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:28-03:00,service-b-b9d464c6d-ng5cm,service-b,338,102
2026-09-24T03:30:31-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:31-03:00,service-b-b9d464c6d-ng5cm,service-b,338,102
2026-09-24T03:30:34-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:34-03:00,service-b-b9d464c6d-ng5cm,service-b,339,102
2026-09-24T03:30:37-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:37-03:00,service-b-b9d464c6d-ng5cm,service-b,339,102
2026-09-24T03:30:40-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:40-03:00,service-b-b9d464c6d-ng5cm,service-b,339,102
2026-09-24T03:30:43-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:43-03:00,service-b-b9d464c6d-ng5cm,service-b,339,102
2026-09-24T03:30:46-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:30:46-03:00,service-b-b9d464c6d-ng5cm,service-b,339,102
2026-09-24T03:30:49-03:00,service-a-79689f88cb-swt6v,service-a,993,122
2026-09-24T03:30:49-03:00,service-b-b9d464c6d-ng5cm,service-b,340,103
2026-09-24T03:30:52-03:00,service-a-79689f88cb-swt6v,service-a,993,122
2026-09-24T03:30:52-03:00,service-b-b9d464c6d-ng5cm,service-b,340,103
2026-09-24T03:30:55-03:00,service-a-79689f88cb-swt6v,service-a,993,122
2026-09-24T03:30:55-03:00,service-b-b9d464c6d-ng5cm,service-b,340,103
2026-09-24T03:30:58-03:00,service-a-79689f88cb-swt6v,service-a,993,122
2026-09-24T03:30:58-03:00,service-b-b9d464c6d-ng5cm,service-b,340,103
2026-09-24T03:31:02-03:00,service-a-79689f88cb-swt6v,service-a,993,122
2026-09-24T03:31:02-03:00,service-b-b9d464c6d-ng5cm,service-b,340,103
2026-09-24T03:31:05-03:00,service-a-79689f88cb-swt6v,service-a,997,123
2026-09-24T03:31:05-03:00,service-b-b9d464c6d-ng5cm,service-b,342,104
2026-09-24T03:31:08-03:00,service-a-79689f88cb-swt6v,service-a,997,123
2026-09-24T03:31:08-03:00,service-b-b9d464c6d-ng5cm,service-b,342,104
2026-09-24T03:31:11-03:00,service-a-79689f88cb-swt6v,service-a,997,123
2026-09-24T03:31:11-03:00,service-b-b9d464c6d-ng5cm,service-b,342,104
2026-09-24T03:31:14-03:00,service-a-79689f88cb-swt6v,service-a,997,123
2026-09-24T03:31:14-03:00,service-b-b9d464c6d-ng5cm,service-b,342,104
2026-09-24T03:31:17-03:00,service-a-79689f88cb-swt6v,service-a,997,123
2026-09-24T03:31:17-03:00,service-b-b9d464c6d-ng5cm,service-b,342,104
2026-09-24T03:31:20-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:31:20-03:00,service-b-b9d464c6d-ng5cm,service-b,340,104
2026-09-24T03:31:23-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:31:23-03:00,service-b-b9d464c6d-ng5cm,service-b,340,104
2026-09-24T03:31:26-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:31:26-03:00,service-b-b9d464c6d-ng5cm,service-b,340,104
2026-09-24T03:31:29-03:00,service-a-79689f88cb-swt6v,service-a,995,122
2026-09-24T03:31:29-03:00,service-b-b9d464c6d-ng5cm,service-b,340,104
2026-09-24T03:31:32-03:00,service-a-79689f88cb-swt6v,service-a,991,122
2026-09-24T03:31:32-03:00,service-b-b9d464c6d-ng5cm,service-b,341,104
2026-09-24T03:31:35-03:00,service-a-79689f88cb-swt6v,service-a,991,122
2026-09-24T03:31:35-03:00,service-b-b9d464c6d-ng5cm,service-b,341,104
2026-09-24T03:31:38-03:00,service-a-79689f88cb-swt6v,service-a,991,122
2026-09-24T03:31:38-03:00,service-b-b9d464c6d-ng5cm,service-b,341,104
2026-09-24T03:31:41-03:00,service-a-79689f88cb-swt6v,service-a,991,122
2026-09-24T03:31:41-03:00,service-b-b9d464c6d-ng5cm,service-b,341,104
2026-09-24T03:31:44-03:00,service-a-79689f88cb-swt6v,service-a,991,122
2026-09-24T03:31:44-03:00,service-b-b9d464c6d-ng5cm,service-b,341,104
2026-09-24T03:31:47-03:00,service-a-79689f88cb-swt6v,service-a,997,123
2026-09-24T03:31:47-03:00,service-b-b9d464c6d-ng5cm,service-b,340,104
