timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T04:19:20-03:00,scenario_3-service_a-1,22.25%,110.7MiB,256MiB,43.25%
2026-09-24T04:19:20-03:00,scenario_3-service_b-1,17.34%,103.6MiB,256MiB,40.49%
2026-09-24T04:19:25-03:00,scenario_3-service_a-1,87.25%,111.6MiB,256MiB,43.59%
2026-09-24T04:19:25-03:00,scenario_3-service_b-1,30.49%,103MiB,256MiB,40.25%
2026-09-24T04:19:30-03:00,scenario_3-service_a-1,100.87%,121.3MiB,256MiB,47.38%
2026-09-24T04:19:30-03:00,scenario_3-service_b-1,43.04%,105.1MiB,256MiB,41.04%
2026-09-24T04:19:35-03:00,scenario_3-service_a-1,101.46%,127.1MiB,256MiB,49.65%
2026-09-24T04:19:35-03:00,scenario_3-service_b-1,29.53%,105.2MiB,256MiB,41.09%
2026-09-24T04:19:40-03:00,scenario_3-service_a-1,101.48%,130.9MiB,256MiB,51.13%
2026-09-24T04:19:40-03:00,scenario_3-service_b-1,48.09%,104.8MiB,256MiB,40.94%
2026-09-24T04:19:45-03:00,scenario_3-service_a-1,101.05%,117.6MiB,256MiB,45.94%
2026-09-24T04:19:45-03:00,scenario_3-service_b-1,49.60%,105MiB,256MiB,41.00%
2026-09-24T04:19:51-03:00,scenario_3-service_a-1,103.22%,127.6MiB,256MiB,49.85%
2026-09-24T04:19:51-03:00,scenario_3-service_b-1,44.24%,105.4MiB,256MiB,41.18%
2026-09-24T04:19:56-03:00,scenario_3-service_a-1,100.74%,117.7MiB,256MiB,45.97%
2026-09-24T04:19:56-03:00,scenario_3-service_b-1,29.80%,106.5MiB,256MiB,41.60%
2026-09-24T04:20:01-03:00,scenario_3-service_a-1,100.16%,117.2MiB,256MiB,45.78%
2026-09-24T04:20:01-03:00,scenario_3-service_b-1,45.48%,106.5MiB,256MiB,41.59%
2026-09-24T04:20:06-03:00,scenario_3-service_a-1,101.43%,126.3MiB,256MiB,49.33%
2026-09-24T04:20:06-03:00,scenario_3-service_b-1,37.41%,106.8MiB,256MiB,41.73%
2026-09-24T04:20:11-03:00,scenario_3-service_a-1,100.11%,126.3MiB,256MiB,49.35%
2026-09-24T04:20:11-03:00,scenario_3-service_b-1,40.62%,106.3MiB,256MiB,41.51%
2026-09-24T04:20:16-03:00,scenario_3-service_a-1,100.54%,130.4MiB,256MiB,50.95%
2026-09-24T04:20:16-03:00,scenario_3-service_b-1,36.02%,108.1MiB,256MiB,42.23%
2026-09-24T04:20:21-03:00,scenario_3-service_a-1,100.79%,117.6MiB,256MiB,45.95%
2026-09-24T04:20:21-03:00,scenario_3-service_b-1,36.35%,108.2MiB,256MiB,42.25%
2026-09-24T04:20:26-03:00,scenario_3-service_a-1,100.59%,127.7MiB,256MiB,49.89%
2026-09-24T04:20:26-03:00,scenario_3-service_b-1,50.07%,108.2MiB,256MiB,42.26%
2026-09-24T04:20:31-03:00,scenario_3-service_a-1,100.27%,117.5MiB,256MiB,45.91%
2026-09-24T04:20:31-03:00,scenario_3-service_b-1,40.88%,108.1MiB,256MiB,42.22%
2026-09-24T04:20:36-03:00,scenario_3-service_a-1,100.38%,117.9MiB,256MiB,46.07%
2026-09-24T04:20:36-03:00,scenario_3-service_b-1,49.57%,108MiB,256MiB,42.20%
2026-09-24T04:20:41-03:00,scenario_3-service_a-1,100.81%,126.5MiB,256MiB,49.42%
2026-09-24T04:20:41-03:00,scenario_3-service_b-1,49.69%,109.4MiB,256MiB,42.72%
2026-09-24T04:20:47-03:00,scenario_3-service_a-1,99.98%,126.7MiB,256MiB,49.49%
2026-09-24T04:20:47-03:00,scenario_3-service_b-1,35.55%,117.3MiB,256MiB,45.82%
2026-09-24T04:20:52-03:00,scenario_3-service_a-1,100.19%,117.8MiB,256MiB,46.02%
2026-09-24T04:20:52-03:00,scenario_3-service_b-1,29.55%,109.8MiB,256MiB,42.90%
2026-09-24T04:20:57-03:00,scenario_3-service_a-1,100.45%,117.8MiB,256MiB,46.02%
2026-09-24T04:20:57-03:00,scenario_3-service_b-1,48.40%,109.7MiB,256MiB,42.83%
2026-09-24T04:21:02-03:00,scenario_3-service_a-1,101.49%,127.2MiB,256MiB,49.69%
2026-09-24T04:21:02-03:00,scenario_3-service_b-1,38.03%,109.4MiB,256MiB,42.72%
2026-09-24T04:21:07-03:00,scenario_3-service_a-1,99.88%,130.6MiB,256MiB,51.03%
2026-09-24T04:21:07-03:00,scenario_3-service_b-1,41.06%,117.3MiB,256MiB,45.81%
2026-09-24T04:21:12-03:00,scenario_3-service_a-1,100.44%,117.9MiB,256MiB,46.04%
2026-09-24T04:21:12-03:00,scenario_3-service_b-1,41.90%,109.5MiB,256MiB,42.77%
2026-09-24T04:21:17-03:00,scenario_3-service_a-1,100.71%,117.8MiB,256MiB,46.03%
2026-09-24T04:21:17-03:00,scenario_3-service_b-1,37.13%,109.6MiB,256MiB,42.81%
2026-09-24T04:21:22-03:00,scenario_3-service_a-1,100.64%,128MiB,256MiB,50.00%
2026-09-24T04:21:22-03:00,scenario_3-service_b-1,51.39%,109.5MiB,256MiB,42.79%
2026-09-24T04:21:27-03:00,scenario_3-service_a-1,100.67%,118MiB,256MiB,46.08%
2026-09-24T04:21:27-03:00,scenario_3-service_b-1,30.47%,109.6MiB,256MiB,42.82%
2026-09-24T04:21:32-03:00,scenario_3-service_a-1,21.60%,116.6MiB,256MiB,45.53%
2026-09-24T04:21:32-03:00,scenario_3-service_b-1,0.04%,109MiB,256MiB,42.58%
