timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T03:52:19-03:00,17.7,1.64,3844,63.0
2026-09-24T03:52:21-03:00,20.6,1.64,3012,66.0
2026-09-24T03:52:23-03:00,24.4,1.67,3700,71.0
2026-09-24T03:52:25-03:00,24.9,1.67,3700,76.0
2026-09-24T03:52:27-03:00,25.0,1.54,3700,76.0
2026-09-24T03:52:29-03:00,31.1,1.54,3702,67.0
2026-09-24T03:52:31-03:00,23.7,1.54,3827,65.0
2026-09-24T03:52:33-03:00,24.7,1.50,3786,66.0
2026-09-24T03:52:35-03:00,22.8,1.50,3865,65.0
2026-09-24T03:52:37-03:00,23.6,1.38,3889,64.0
2026-09-24T03:52:39-03:00,24.5,1.38,3700,71.0
2026-09-24T03:52:41-03:00,23.5,1.38,3700,77.0
2026-09-24T03:52:43-03:00,24.6,1.27,3920,71.0
2026-09-24T03:52:45-03:00,23.3,1.27,3782,66.0
2026-09-24T03:52:47-03:00,23.3,1.16,3764,65.0
2026-09-24T03:52:49-03:00,23.7,1.16,3763,66.0
2026-09-24T03:52:51-03:00,24.1,1.16,3826,67.0
2026-09-24T03:52:53-03:00,23.6,1.31,3730,65.0
2026-09-24T03:52:55-03:00,25.2,1.31,3839,67.0
2026-09-24T03:52:57-03:00,24.1,1.21,3700,75.0
2026-09-24T03:52:59-03:00,23.6,1.21,3773,71.0
2026-09-24T03:53:01-03:00,24.2,1.21,3740,67.0
2026-09-24T03:53:03-03:00,24.1,1.19,3839,67.0
2026-09-24T03:53:05-03:00,22.5,1.19,3649,68.0
2026-09-24T03:53:07-03:00,23.6,1.09,3804,67.0
2026-09-24T03:53:09-03:00,23.9,1.09,3820,66.0
2026-09-24T03:53:11-03:00,23.3,1.09,3802,68.0
2026-09-24T03:53:13-03:00,24.7,1.09,3700,75.0
2026-09-24T03:53:15-03:00,24.4,1.09,3700,77.0
2026-09-24T03:53:17-03:00,23.0,1.00,3887,68.0
2026-09-24T03:53:19-03:00,23.8,1.00,3744,68.0
2026-09-24T03:53:21-03:00,23.5,1.00,3720,72.0
2026-09-24T03:53:23-03:00,24.1,0.92,3787,68.0
2026-09-24T03:53:25-03:00,24.6,0.92,3797,68.0
2026-09-24T03:53:27-03:00,22.9,0.93,3751,67.0
2026-09-24T03:53:29-03:00,23.8,0.93,3700,75.0
2026-09-24T03:53:31-03:00,24.8,0.93,3700,72.0
2026-09-24T03:53:33-03:00,23.5,0.85,3781,69.0
2026-09-24T03:53:35-03:00,23.5,0.85,3836,70.0
2026-09-24T03:53:37-03:00,24.2,0.78,3856,68.0
2026-09-24T03:53:39-03:00,23.2,0.78,3740,68.0
2026-09-24T03:53:41-03:00,24.0,0.78,3810,69.0
2026-09-24T03:53:43-03:00,24.0,0.72,3703,67.0
2026-09-24T03:53:45-03:00,22.6,0.72,3700,74.0
2026-09-24T03:53:47-03:00,24.9,0.90,3700,76.0
2026-09-24T03:53:49-03:00,24.3,0.90,3846,70.0
2026-09-24T03:53:51-03:00,23.1,0.90,3762,68.0
2026-09-24T03:53:53-03:00,24.4,0.83,3407,69.0
2026-09-24T03:53:55-03:00,24.1,0.83,3775,67.0
2026-09-24T03:53:57-03:00,23.3,1.08,3441,68.0
2026-09-24T03:53:59-03:00,24.6,1.08,3758,70.0
2026-09-24T03:54:01-03:00,24.5,1.00,3722,71.0
2026-09-24T03:54:03-03:00,23.6,1.00,3700,76.0
2026-09-24T03:54:05-03:00,24.3,1.00,3729,71.0
2026-09-24T03:54:07-03:00,23.7,0.92,3818,70.0
2026-09-24T03:54:09-03:00,22.9,0.92,3891,68.0
2026-09-24T03:54:11-03:00,24.8,0.84,3841,71.0
2026-09-24T03:54:13-03:00,23.8,0.84,3852,67.0
2026-09-24T03:54:15-03:00,23.2,0.84,3279,67.0
2026-09-24T03:54:17-03:00,23.7,0.94,3822,68.0
2026-09-24T03:54:20-03:00,24.1,0.94,3700,75.0
2026-09-24T03:54:22-03:00,23.5,0.86,3700,77.0
2026-09-24T03:54:24-03:00,25.4,0.86,3776,70.0
2026-09-24T03:54:26-03:00,24.1,0.86,3732,81.0
2026-09-24T03:54:28-03:00,27.2,0.87,3700,74.0
2026-09-24T03:54:30-03:00,7.8,0.87,3431,62.0
