Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,48218,0,180,195.90198035055462,2.5452660011069383,691.4696570020169,197.19372433531046,401.2227488960256,0.0,180,230,260,280,340,400,450,470,530,670,690
,Aggregated,48218,0,180,195.90198035055462,2.5452660011069383,691.4696570020169,197.19372433531046,401.2227488960256,0.0,180,230,260,280,340,400,450,470,530,670,690
