timestamp,pod,container,cpu_millicores,mem_mib
2026-09-07T12:53:41-03:00,service-a-755c99ff84-dwkbm,service-a,134,110
2026-09-07T12:53:41-03:00,service-b-84f46cb7b9-fc5g5,service-b,100,96
2026-09-07T12:53:44-03:00,service-a-755c99ff84-dwkbm,service-a,134,110
2026-09-07T12:53:44-03:00,service-b-84f46cb7b9-fc5g5,service-b,100,96
2026-09-07T12:53:47-03:00,service-a-755c99ff84-dwkbm,service-a,134,110
2026-09-07T12:53:47-03:00,service-b-84f46cb7b9-fc5g5,service-b,100,96
2026-09-07T12:53:51-03:00,service-a-755c99ff84-dwkbm,service-a,134,110
2026-09-07T12:53:51-03:00,service-b-84f46cb7b9-fc5g5,service-b,100,96
2026-09-07T12:53:54-03:00,service-a-755c99ff84-dwkbm,service-a,134,110
2026-09-07T12:53:54-03:00,service-b-84f46cb7b9-fc5g5,service-b,100,96
2026-09-07T12:53:57-03:00,service-a-755c99ff84-dwkbm,service-a,823,119
2026-09-07T12:53:57-03:00,service-b-84f46cb7b9-fc5g5,service-b,125,99
2026-09-07T12:54:00-03:00,service-a-755c99ff84-dwkbm,service-a,823,119
2026-09-07T12:54:00-03:00,service-b-84f46cb7b9-fc5g5,service-b,125,99
2026-09-07T12:54:03-03:00,service-a-755c99ff84-dwkbm,service-a,823,119
2026-09-07T12:54:03-03:00,service-b-84f46cb7b9-fc5g5,service-b,125,99
2026-09-07T12:54:06-03:00,service-a-755c99ff84-dwkbm,service-a,823,119
2026-09-07T12:54:06-03:00,service-b-84f46cb7b9-fc5g5,service-b,125,99
2026-09-07T12:54:09-03:00,service-a-755c99ff84-dwkbm,service-a,823,119
2026-09-07T12:54:09-03:00,service-b-84f46cb7b9-fc5g5,service-b,125,99
2026-09-07T12:54:12-03:00,service-a-755c99ff84-dwkbm,service-a,996,119
2026-09-07T12:54:12-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:15-03:00,service-a-755c99ff84-dwkbm,service-a,996,119
2026-09-07T12:54:15-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:18-03:00,service-a-755c99ff84-dwkbm,service-a,996,119
2026-09-07T12:54:18-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:21-03:00,service-a-755c99ff84-dwkbm,service-a,996,119
2026-09-07T12:54:21-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:24-03:00,service-a-755c99ff84-dwkbm,service-a,996,119
2026-09-07T12:54:24-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:27-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:27-03:00,service-b-84f46cb7b9-fc5g5,service-b,166,99
2026-09-07T12:54:30-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:30-03:00,service-b-84f46cb7b9-fc5g5,service-b,166,99
2026-09-07T12:54:33-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:33-03:00,service-b-84f46cb7b9-fc5g5,service-b,166,99
2026-09-07T12:54:36-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:36-03:00,service-b-84f46cb7b9-fc5g5,service-b,166,99
2026-09-07T12:54:40-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:40-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:43-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:43-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:46-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:46-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:49-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:49-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:52-03:00,service-a-755c99ff84-dwkbm,service-a,997,121
2026-09-07T12:54:52-03:00,service-b-84f46cb7b9-fc5g5,service-b,167,99
2026-09-07T12:54:55-03:00,service-a-755c99ff84-dwkbm,service-a,997,125
2026-09-07T12:54:55-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,101
2026-09-07T12:54:58-03:00,service-a-755c99ff84-dwkbm,service-a,997,125
2026-09-07T12:54:58-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,101
2026-09-07T12:55:01-03:00,service-a-755c99ff84-dwkbm,service-a,997,125
2026-09-07T12:55:01-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,101
2026-09-07T12:55:04-03:00,service-a-755c99ff84-dwkbm,service-a,997,125
2026-09-07T12:55:04-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,101
2026-09-07T12:55:07-03:00,service-a-755c99ff84-dwkbm,service-a,997,125
2026-09-07T12:55:07-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,101
2026-09-07T12:55:10-03:00,service-a-755c99ff84-dwkbm,service-a,996,125
2026-09-07T12:55:10-03:00,service-b-84f46cb7b9-fc5g5,service-b,169,103
2026-09-07T12:55:13-03:00,service-a-755c99ff84-dwkbm,service-a,996,125
2026-09-07T12:55:13-03:00,service-b-84f46cb7b9-fc5g5,service-b,169,103
2026-09-07T12:55:16-03:00,service-a-755c99ff84-dwkbm,service-a,996,125
2026-09-07T12:55:16-03:00,service-b-84f46cb7b9-fc5g5,service-b,169,103
2026-09-07T12:55:19-03:00,service-a-755c99ff84-dwkbm,service-a,996,125
2026-09-07T12:55:19-03:00,service-b-84f46cb7b9-fc5g5,service-b,169,103
2026-09-07T12:55:22-03:00,service-a-755c99ff84-dwkbm,service-a,996,125
2026-09-07T12:55:22-03:00,service-b-84f46cb7b9-fc5g5,service-b,169,103
2026-09-07T12:55:25-03:00,service-a-755c99ff84-dwkbm,service-a,998,124
2026-09-07T12:55:25-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,104
2026-09-07T12:55:29-03:00,service-a-755c99ff84-dwkbm,service-a,998,124
2026-09-07T12:55:29-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,104
2026-09-07T12:55:32-03:00,service-a-755c99ff84-dwkbm,service-a,998,124
2026-09-07T12:55:32-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,104
2026-09-07T12:55:35-03:00,service-a-755c99ff84-dwkbm,service-a,998,124
2026-09-07T12:55:35-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,104
2026-09-07T12:55:38-03:00,service-a-755c99ff84-dwkbm,service-a,998,124
2026-09-07T12:55:38-03:00,service-b-84f46cb7b9-fc5g5,service-b,168,104
