timestamp,phase,container,key,value
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,usage_usec,24601276
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,user_usec,22714351
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,system_usec,1886925
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,nice_usec,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,core_sched.force_idle_usec,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,nr_periods,280
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,nr_throttled,212
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,throttled_usec,47248856
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,nr_bursts,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/service-a,burst_usec,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,usage_usec,3959868
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,user_usec,2827205
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,system_usec,1132662
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,nice_usec,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,core_sched.force_idle_usec,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,nr_periods,284
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,nr_throttled,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,throttled_usec,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,nr_bursts,0
2026-09-24T04:51:49-03:00,start,service-a-566b9cc9dc-rcpr9/istio-proxy,burst_usec,0
2026-09-24T04:51:49-03:00,start,service-b-b9d464c6d-8mb5k/service-b,usage_usec,5049546
2026-09-24T04:51:49-03:00,start,service-b-b9d464c6d-8mb5k/service-b,user_usec,4342297
