timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T02:32:48-03:00,scenario_3-service_a-1,21.81%,110.7MiB,256MiB,43.26%
2026-09-24T02:32:48-03:00,scenario_3-service_b-1,17.76%,103.6MiB,256MiB,40.49%
2026-09-24T02:32:53-03:00,scenario_3-service_a-1,92.38%,111.9MiB,256MiB,43.70%
2026-09-24T02:32:53-03:00,scenario_3-service_b-1,29.99%,103.4MiB,256MiB,40.37%
2026-09-24T02:32:58-03:00,scenario_3-service_a-1,100.65%,121.2MiB,256MiB,47.33%
2026-09-24T02:32:58-03:00,scenario_3-service_b-1,35.55%,103.2MiB,256MiB,40.31%
2026-09-24T02:33:03-03:00,scenario_3-service_a-1,100.40%,116.6MiB,256MiB,45.56%
2026-09-24T02:33:03-03:00,scenario_3-service_b-1,39.39%,103.7MiB,256MiB,40.51%
2026-09-24T02:33:08-03:00,scenario_3-service_a-1,100.42%,117.9MiB,256MiB,46.06%
2026-09-24T02:33:08-03:00,scenario_3-service_b-1,48.76%,104.7MiB,256MiB,40.91%
2026-09-24T02:33:13-03:00,scenario_3-service_a-1,100.70%,127.6MiB,256MiB,49.84%
2026-09-24T02:33:13-03:00,scenario_3-service_b-1,48.79%,104.5MiB,256MiB,40.83%
2026-09-24T02:33:18-03:00,scenario_3-service_a-1,100.97%,128.1MiB,256MiB,50.04%
2026-09-24T02:33:18-03:00,scenario_3-service_b-1,30.23%,106.6MiB,256MiB,41.66%
2026-09-24T02:33:23-03:00,scenario_3-service_a-1,100.23%,118.1MiB,256MiB,46.14%
2026-09-24T02:33:23-03:00,scenario_3-service_b-1,30.52%,106.2MiB,256MiB,41.47%
2026-09-24T02:33:28-03:00,scenario_3-service_a-1,100.88%,119.2MiB,256MiB,46.58%
2026-09-24T02:33:28-03:00,scenario_3-service_b-1,48.35%,106.5MiB,256MiB,41.59%
2026-09-24T02:33:33-03:00,scenario_3-service_a-1,100.47%,130.5MiB,256MiB,50.96%
2026-09-24T02:33:33-03:00,scenario_3-service_b-1,36.42%,106.5MiB,256MiB,41.60%
2026-09-24T02:33:39-03:00,scenario_3-service_a-1,100.98%,130.2MiB,256MiB,50.86%
2026-09-24T02:33:39-03:00,scenario_3-service_b-1,37.53%,107.8MiB,256MiB,42.10%
2026-09-24T02:33:44-03:00,scenario_3-service_a-1,100.83%,117.9MiB,256MiB,46.06%
2026-09-24T02:33:44-03:00,scenario_3-service_b-1,49.24%,108.3MiB,256MiB,42.31%
2026-09-24T02:33:49-03:00,scenario_3-service_a-1,100.89%,127.9MiB,256MiB,49.95%
2026-09-24T02:33:49-03:00,scenario_3-service_b-1,37.24%,108.1MiB,256MiB,42.21%
2026-09-24T02:33:54-03:00,scenario_3-service_a-1,99.90%,131MiB,256MiB,51.16%
2026-09-24T02:33:54-03:00,scenario_3-service_b-1,40.71%,108MiB,256MiB,42.20%
2026-09-24T02:33:59-03:00,scenario_3-service_a-1,100.76%,117.7MiB,256MiB,45.99%
2026-09-24T02:33:59-03:00,scenario_3-service_b-1,37.44%,108.4MiB,256MiB,42.34%
2026-09-24T02:34:04-03:00,scenario_3-service_a-1,100.93%,121.2MiB,256MiB,47.35%
2026-09-24T02:34:04-03:00,scenario_3-service_b-1,37.17%,108MiB,256MiB,42.20%
2026-09-24T02:34:09-03:00,scenario_3-service_a-1,100.39%,129.7MiB,256MiB,50.67%
2026-09-24T02:34:09-03:00,scenario_3-service_b-1,46.01%,107.9MiB,256MiB,42.14%
2026-09-24T02:34:14-03:00,scenario_3-service_a-1,101.28%,118MiB,256MiB,46.10%
2026-09-24T02:34:14-03:00,scenario_3-service_b-1,28.75%,109.8MiB,256MiB,42.88%
2026-09-24T02:34:19-03:00,scenario_3-service_a-1,100.64%,117.5MiB,256MiB,45.89%
2026-09-24T02:34:19-03:00,scenario_3-service_b-1,43.49%,109.7MiB,256MiB,42.86%
2026-09-24T02:34:24-03:00,scenario_3-service_a-1,100.99%,118MiB,256MiB,46.08%
2026-09-24T02:34:24-03:00,scenario_3-service_b-1,29.37%,109.9MiB,256MiB,42.91%
2026-09-24T02:34:30-03:00,scenario_3-service_a-1,100.37%,117.9MiB,256MiB,46.04%
2026-09-24T02:34:30-03:00,scenario_3-service_b-1,28.90%,109.5MiB,256MiB,42.76%
2026-09-24T02:34:35-03:00,scenario_3-service_a-1,100.40%,118.2MiB,256MiB,46.16%
2026-09-24T02:34:35-03:00,scenario_3-service_b-1,47.21%,109.7MiB,256MiB,42.85%
2026-09-24T02:34:40-03:00,scenario_3-service_a-1,101.49%,127.2MiB,256MiB,49.68%
2026-09-24T02:34:40-03:00,scenario_3-service_b-1,38.65%,109.4MiB,256MiB,42.72%
2026-09-24T02:34:45-03:00,scenario_3-service_a-1,100.68%,131.4MiB,256MiB,51.33%
2026-09-24T02:34:45-03:00,scenario_3-service_b-1,32.92%,109.7MiB,256MiB,42.86%
2026-09-24T02:34:50-03:00,scenario_3-service_a-1,100.34%,118.1MiB,256MiB,46.12%
2026-09-24T02:34:50-03:00,scenario_3-service_b-1,40.71%,109.8MiB,256MiB,42.88%
2026-09-24T02:34:55-03:00,scenario_3-service_a-1,100.44%,117.8MiB,256MiB,46.02%
2026-09-24T02:34:55-03:00,scenario_3-service_b-1,37.47%,109.5MiB,256MiB,42.77%
2026-09-24T02:35:00-03:00,scenario_3-service_a-1,0.04%,116.2MiB,256MiB,45.38%
2026-09-24T02:35:00-03:00,scenario_3-service_b-1,9.38%,109.4MiB,256MiB,42.72%
