timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T04:03:22-03:00,scenario_4-service_a-1,68.57%,120.7MiB,256MiB,47.16%
2026-09-24T04:03:22-03:00,scenario_4-service_b-1,24.67%,113.7MiB,256MiB,44.40%
2026-09-24T04:03:28-03:00,scenario_4-service_a-1,100.46%,121.4MiB,256MiB,47.41%
2026-09-24T04:03:28-03:00,scenario_4-service_b-1,31.64%,113.8MiB,256MiB,44.44%
2026-09-24T04:03:33-03:00,scenario_4-service_a-1,101.05%,121.7MiB,256MiB,47.53%
2026-09-24T04:03:33-03:00,scenario_4-service_b-1,19.35%,113.8MiB,256MiB,44.47%
2026-09-24T04:03:38-03:00,scenario_4-service_a-1,101.10%,130.9MiB,256MiB,51.12%
2026-09-24T04:03:38-03:00,scenario_4-service_b-1,22.93%,121.6MiB,256MiB,47.51%
2026-09-24T04:03:43-03:00,scenario_4-service_a-1,100.24%,132.2MiB,256MiB,51.62%
2026-09-24T04:03:43-03:00,scenario_4-service_b-1,27.83%,113.5MiB,256MiB,44.34%
2026-09-24T04:03:48-03:00,scenario_4-service_a-1,100.59%,123.4MiB,256MiB,48.21%
2026-09-24T04:03:48-03:00,scenario_4-service_b-1,28.20%,113.5MiB,256MiB,44.34%
2026-09-24T04:03:53-03:00,scenario_4-service_a-1,100.52%,127.6MiB,256MiB,49.83%
2026-09-24T04:03:53-03:00,scenario_4-service_b-1,19.82%,113.8MiB,256MiB,44.47%
2026-09-24T04:03:58-03:00,scenario_4-service_a-1,99.83%,127MiB,256MiB,49.62%
2026-09-24T04:03:58-03:00,scenario_4-service_b-1,32.57%,113.6MiB,256MiB,44.39%
2026-09-24T04:04:03-03:00,scenario_4-service_a-1,100.79%,135.6MiB,256MiB,52.98%
2026-09-24T04:04:03-03:00,scenario_4-service_b-1,21.63%,113.8MiB,256MiB,44.45%
2026-09-24T04:04:08-03:00,scenario_4-service_a-1,100.79%,139.1MiB,256MiB,54.35%
2026-09-24T04:04:08-03:00,scenario_4-service_b-1,21.80%,113.4MiB,256MiB,44.29%
2026-09-24T04:04:13-03:00,scenario_4-service_a-1,100.50%,136.9MiB,256MiB,53.46%
2026-09-24T04:04:13-03:00,scenario_4-service_b-1,17.51%,115.9MiB,256MiB,45.27%
2026-09-24T04:04:18-03:00,scenario_4-service_a-1,100.15%,140.9MiB,256MiB,55.02%
2026-09-24T04:04:18-03:00,scenario_4-service_b-1,17.37%,116MiB,256MiB,45.32%
2026-09-24T04:04:24-03:00,scenario_4-service_a-1,100.05%,127.6MiB,256MiB,49.84%
2026-09-24T04:04:24-03:00,scenario_4-service_b-1,29.65%,116.8MiB,256MiB,45.62%
2026-09-24T04:04:29-03:00,scenario_4-service_a-1,100.23%,127.4MiB,256MiB,49.78%
2026-09-24T04:04:29-03:00,scenario_4-service_b-1,24.01%,116.6MiB,256MiB,45.56%
2026-09-24T04:04:34-03:00,scenario_4-service_a-1,101.23%,127.5MiB,256MiB,49.80%
2026-09-24T04:04:34-03:00,scenario_4-service_b-1,21.94%,117.9MiB,256MiB,46.07%
2026-09-24T04:04:39-03:00,scenario_4-service_a-1,100.36%,127.4MiB,256MiB,49.76%
2026-09-24T04:04:39-03:00,scenario_4-service_b-1,32.43%,118MiB,256MiB,46.11%
2026-09-24T04:04:44-03:00,scenario_4-service_a-1,101.89%,136.1MiB,256MiB,53.16%
2026-09-24T04:04:44-03:00,scenario_4-service_b-1,22.21%,118MiB,256MiB,46.08%
2026-09-24T04:04:49-03:00,scenario_4-service_a-1,100.15%,139MiB,256MiB,54.30%
2026-09-24T04:04:49-03:00,scenario_4-service_b-1,32.97%,117.9MiB,256MiB,46.05%
2026-09-24T04:04:54-03:00,scenario_4-service_a-1,100.57%,140.8MiB,256MiB,54.99%
2026-09-24T04:04:54-03:00,scenario_4-service_b-1,27.88%,118MiB,256MiB,46.11%
2026-09-24T04:04:59-03:00,scenario_4-service_a-1,99.56%,140.4MiB,256MiB,54.85%
2026-09-24T04:04:59-03:00,scenario_4-service_b-1,17.00%,118.3MiB,256MiB,46.21%
2026-09-24T04:05:04-03:00,scenario_4-service_a-1,100.40%,127.3MiB,256MiB,49.71%
2026-09-24T04:05:04-03:00,scenario_4-service_b-1,28.37%,117.8MiB,256MiB,46.03%
2026-09-24T04:05:09-03:00,scenario_4-service_a-1,100.17%,127.7MiB,256MiB,49.87%
2026-09-24T04:05:09-03:00,scenario_4-service_b-1,22.01%,118.2MiB,256MiB,46.19%
2026-09-24T04:05:14-03:00,scenario_4-service_a-1,100.56%,127.1MiB,256MiB,49.65%
2026-09-24T04:05:14-03:00,scenario_4-service_b-1,32.51%,118.3MiB,256MiB,46.20%
2026-09-24T04:05:20-03:00,scenario_4-service_a-1,99.97%,127.3MiB,256MiB,49.71%
2026-09-24T04:05:20-03:00,scenario_4-service_b-1,19.88%,118.6MiB,256MiB,46.32%
2026-09-24T04:05:25-03:00,scenario_4-service_a-1,99.80%,128.8MiB,256MiB,50.30%
2026-09-24T04:05:25-03:00,scenario_4-service_b-1,28.36%,118.3MiB,256MiB,46.21%
2026-09-24T04:05:30-03:00,scenario_4-service_a-1,100.49%,140.4MiB,256MiB,54.86%
2026-09-24T04:05:30-03:00,scenario_4-service_b-1,27.51%,118MiB,256MiB,46.11%
2026-09-24T04:05:35-03:00,scenario_4-service_a-1,22.01%,125.9MiB,256MiB,49.18%
2026-09-24T04:05:35-03:00,scenario_4-service_b-1,0.04%,117.4MiB,256MiB,45.86%
