Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,54129,0,45,102.15688952208912,2.6888920001510996,772.03530999941,202.11989876036876,451.421778874141,0.0,45,130,160,190,260,330,440,540,690,750,770
,Aggregated,54129,0,45,102.15688952208912,2.6888920001510996,772.03530999941,202.11989876036876,451.421778874141,0.0,45,130,160,190,260,330,440,540,690,750,770
