timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T02:44:23-03:00,service-a-79689f88cb-ps4ls,service-a,654,117
2026-09-24T02:44:23-03:00,service-b-b9d464c6d-8lgg8,service-b,243,99
2026-09-24T02:44:26-03:00,service-a-79689f88cb-ps4ls,service-a,654,117
2026-09-24T02:44:26-03:00,service-b-b9d464c6d-8lgg8,service-b,243,99
2026-09-24T02:44:29-03:00,service-a-79689f88cb-ps4ls,service-a,654,117
2026-09-24T02:44:29-03:00,service-b-b9d464c6d-8lgg8,service-b,243,99
2026-09-24T02:44:33-03:00,service-a-79689f88cb-ps4ls,service-a,654,117
2026-09-24T02:44:33-03:00,service-b-b9d464c6d-8lgg8,service-b,243,99
2026-09-24T02:44:36-03:00,service-a-79689f88cb-ps4ls,service-a,654,117
2026-09-24T02:44:36-03:00,service-b-b9d464c6d-8lgg8,service-b,243,99
2026-09-24T02:44:39-03:00,service-a-79689f88cb-ps4ls,service-a,998,117
2026-09-24T02:44:39-03:00,service-b-b9d464c6d-8lgg8,service-b,265,99
2026-09-24T02:44:42-03:00,service-a-79689f88cb-ps4ls,service-a,998,117
2026-09-24T02:44:42-03:00,service-b-b9d464c6d-8lgg8,service-b,265,99
2026-09-24T02:44:45-03:00,service-a-79689f88cb-ps4ls,service-a,998,117
2026-09-24T02:44:45-03:00,service-b-b9d464c6d-8lgg8,service-b,265,99
2026-09-24T02:44:48-03:00,service-a-79689f88cb-ps4ls,service-a,998,117
2026-09-24T02:44:48-03:00,service-b-b9d464c6d-8lgg8,service-b,265,99
2026-09-24T02:44:51-03:00,service-a-79689f88cb-ps4ls,service-a,998,117
2026-09-24T02:44:51-03:00,service-b-b9d464c6d-8lgg8,service-b,265,99
2026-09-24T02:44:54-03:00,service-a-79689f88cb-ps4ls,service-a,754,122
2026-09-24T02:44:54-03:00,service-b-b9d464c6d-8lgg8,service-b,344,99
2026-09-24T02:44:57-03:00,service-a-79689f88cb-ps4ls,service-a,754,122
2026-09-24T02:44:57-03:00,service-b-b9d464c6d-8lgg8,service-b,344,99
2026-09-24T02:45:00-03:00,service-a-79689f88cb-ps4ls,service-a,754,122
2026-09-24T02:45:00-03:00,service-b-b9d464c6d-8lgg8,service-b,344,99
2026-09-24T02:45:03-03:00,service-a-79689f88cb-ps4ls,service-a,754,122
2026-09-24T02:45:03-03:00,service-b-b9d464c6d-8lgg8,service-b,344,99
2026-09-24T02:45:06-03:00,service-a-79689f88cb-ps4ls,service-a,754,122
2026-09-24T02:45:06-03:00,service-b-b9d464c6d-8lgg8,service-b,344,99
2026-09-24T02:45:09-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:09-03:00,service-b-b9d464c6d-8lgg8,service-b,350,104
2026-09-24T02:45:12-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:12-03:00,service-b-b9d464c6d-8lgg8,service-b,350,104
2026-09-24T02:45:15-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:15-03:00,service-b-b9d464c6d-8lgg8,service-b,350,104
2026-09-24T02:45:18-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:18-03:00,service-b-b9d464c6d-8lgg8,service-b,350,104
2026-09-24T02:45:21-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:21-03:00,service-b-b9d464c6d-8lgg8,service-b,346,104
2026-09-24T02:45:25-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:25-03:00,service-b-b9d464c6d-8lgg8,service-b,346,104
2026-09-24T02:45:28-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:28-03:00,service-b-b9d464c6d-8lgg8,service-b,346,104
2026-09-24T02:45:31-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:31-03:00,service-b-b9d464c6d-8lgg8,service-b,346,104
2026-09-24T02:45:34-03:00,service-a-79689f88cb-ps4ls,service-a,997,123
2026-09-24T02:45:34-03:00,service-b-b9d464c6d-8lgg8,service-b,346,104
2026-09-24T02:45:37-03:00,service-a-79689f88cb-ps4ls,service-a,994,122
2026-09-24T02:45:37-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:40-03:00,service-a-79689f88cb-ps4ls,service-a,994,122
2026-09-24T02:45:40-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:43-03:00,service-a-79689f88cb-ps4ls,service-a,994,122
2026-09-24T02:45:43-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:46-03:00,service-a-79689f88cb-ps4ls,service-a,994,122
2026-09-24T02:45:46-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:49-03:00,service-a-79689f88cb-ps4ls,service-a,994,122
2026-09-24T02:45:49-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:52-03:00,service-a-79689f88cb-ps4ls,service-a,992,123
2026-09-24T02:45:52-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:55-03:00,service-a-79689f88cb-ps4ls,service-a,992,123
2026-09-24T02:45:55-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:45:58-03:00,service-a-79689f88cb-ps4ls,service-a,992,123
2026-09-24T02:45:58-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:46:01-03:00,service-a-79689f88cb-ps4ls,service-a,992,123
2026-09-24T02:46:01-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:46:04-03:00,service-a-79689f88cb-ps4ls,service-a,992,123
2026-09-24T02:46:04-03:00,service-b-b9d464c6d-8lgg8,service-b,346,105
2026-09-24T02:46:07-03:00,service-a-79689f88cb-ps4ls,service-a,998,122
2026-09-24T02:46:07-03:00,service-b-b9d464c6d-8lgg8,service-b,349,106
2026-09-24T02:46:10-03:00,service-a-79689f88cb-ps4ls,service-a,998,122
2026-09-24T02:46:10-03:00,service-b-b9d464c6d-8lgg8,service-b,349,106
2026-09-24T02:46:14-03:00,service-a-79689f88cb-ps4ls,service-a,998,122
2026-09-24T02:46:14-03:00,service-b-b9d464c6d-8lgg8,service-b,349,106
2026-09-24T02:46:17-03:00,service-a-79689f88cb-ps4ls,service-a,998,122
2026-09-24T02:46:17-03:00,service-b-b9d464c6d-8lgg8,service-b,349,106
