Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,22394,0,760,721.5614491119893,5.156956998689566,1064.8333299996011,236.77248370099133,187.85220777760642,0.0,760,810,830,850,880,910,940,960,1000,1000,1100
,Aggregated,22394,0,760,721.5614491119893,5.156956998689566,1064.8333299996011,236.77248370099133,187.85220777760642,0.0,760,810,830,850,880,910,940,960,1000,1000,1100
