timestamp,pod,container,cpu_millicores,mem_mib
2026-09-07T13:01:35-03:00,service-a-755c99ff84-hjmts,service-a,106,109
2026-09-07T13:01:35-03:00,service-b-84f46cb7b9-9f2tf,service-b,88,97
2026-09-07T13:01:38-03:00,service-a-755c99ff84-hjmts,service-a,106,109
2026-09-07T13:01:38-03:00,service-b-84f46cb7b9-9f2tf,service-b,88,97
2026-09-07T13:01:41-03:00,service-a-755c99ff84-hjmts,service-a,106,109
2026-09-07T13:01:41-03:00,service-b-84f46cb7b9-9f2tf,service-b,88,97
2026-09-07T13:01:44-03:00,service-a-755c99ff84-hjmts,service-a,106,109
2026-09-07T13:01:44-03:00,service-b-84f46cb7b9-9f2tf,service-b,88,97
2026-09-07T13:01:47-03:00,service-a-755c99ff84-hjmts,service-a,106,109
2026-09-07T13:01:47-03:00,service-b-84f46cb7b9-9f2tf,service-b,88,97
2026-09-07T13:01:50-03:00,service-a-755c99ff84-hjmts,service-a,914,119
2026-09-07T13:01:50-03:00,service-b-84f46cb7b9-9f2tf,service-b,125,99
2026-09-07T13:01:53-03:00,service-a-755c99ff84-hjmts,service-a,914,119
2026-09-07T13:01:53-03:00,service-b-84f46cb7b9-9f2tf,service-b,125,99
2026-09-07T13:01:56-03:00,service-a-755c99ff84-hjmts,service-a,914,119
2026-09-07T13:01:56-03:00,service-b-84f46cb7b9-9f2tf,service-b,125,99
2026-09-07T13:01:59-03:00,service-a-755c99ff84-hjmts,service-a,914,119
2026-09-07T13:01:59-03:00,service-b-84f46cb7b9-9f2tf,service-b,125,99
2026-09-07T13:02:02-03:00,service-a-755c99ff84-hjmts,service-a,914,119
2026-09-07T13:02:02-03:00,service-b-84f46cb7b9-9f2tf,service-b,125,99
2026-09-07T13:02:05-03:00,service-a-755c99ff84-hjmts,service-a,997,119
2026-09-07T13:02:05-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:08-03:00,service-a-755c99ff84-hjmts,service-a,997,119
2026-09-07T13:02:08-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:11-03:00,service-a-755c99ff84-hjmts,service-a,997,119
2026-09-07T13:02:11-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:14-03:00,service-a-755c99ff84-hjmts,service-a,997,119
2026-09-07T13:02:14-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:17-03:00,service-a-755c99ff84-hjmts,service-a,997,119
2026-09-07T13:02:17-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:21-03:00,service-a-755c99ff84-hjmts,service-a,999,120
2026-09-07T13:02:21-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:24-03:00,service-a-755c99ff84-hjmts,service-a,999,120
2026-09-07T13:02:24-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:27-03:00,service-a-755c99ff84-hjmts,service-a,999,120
2026-09-07T13:02:27-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:30-03:00,service-a-755c99ff84-hjmts,service-a,999,120
2026-09-07T13:02:30-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:33-03:00,service-a-755c99ff84-hjmts,service-a,999,120
2026-09-07T13:02:33-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,99
2026-09-07T13:02:36-03:00,service-a-755c99ff84-hjmts,service-a,996,125
2026-09-07T13:02:36-03:00,service-b-84f46cb7b9-9f2tf,service-b,167,99
2026-09-07T13:02:39-03:00,service-a-755c99ff84-hjmts,service-a,996,125
2026-09-07T13:02:39-03:00,service-b-84f46cb7b9-9f2tf,service-b,167,99
2026-09-07T13:02:42-03:00,service-a-755c99ff84-hjmts,service-a,996,125
2026-09-07T13:02:42-03:00,service-b-84f46cb7b9-9f2tf,service-b,167,99
2026-09-07T13:02:45-03:00,service-a-755c99ff84-hjmts,service-a,996,125
2026-09-07T13:02:45-03:00,service-b-84f46cb7b9-9f2tf,service-b,167,99
2026-09-07T13:02:48-03:00,service-a-755c99ff84-hjmts,service-a,996,125
2026-09-07T13:02:48-03:00,service-b-84f46cb7b9-9f2tf,service-b,167,99
2026-09-07T13:02:51-03:00,service-a-755c99ff84-hjmts,service-a,999,125
2026-09-07T13:02:51-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,102
2026-09-07T13:02:54-03:00,service-a-755c99ff84-hjmts,service-a,999,125
2026-09-07T13:02:54-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,102
2026-09-07T13:02:57-03:00,service-a-755c99ff84-hjmts,service-a,999,125
2026-09-07T13:02:57-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,102
2026-09-07T13:03:00-03:00,service-a-755c99ff84-hjmts,service-a,999,125
2026-09-07T13:03:00-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,102
2026-09-07T13:03:03-03:00,service-a-755c99ff84-hjmts,service-a,999,125
2026-09-07T13:03:03-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,102
2026-09-07T13:03:06-03:00,service-a-755c99ff84-hjmts,service-a,995,124
2026-09-07T13:03:06-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,103
2026-09-07T13:03:09-03:00,service-a-755c99ff84-hjmts,service-a,995,124
2026-09-07T13:03:09-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,103
2026-09-07T13:03:13-03:00,service-a-755c99ff84-hjmts,service-a,995,124
2026-09-07T13:03:13-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,103
2026-09-07T13:03:16-03:00,service-a-755c99ff84-hjmts,service-a,995,124
2026-09-07T13:03:16-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,103
2026-09-07T13:03:19-03:00,service-a-755c99ff84-hjmts,service-a,995,124
2026-09-07T13:03:19-03:00,service-b-84f46cb7b9-9f2tf,service-b,170,103
2026-09-07T13:03:22-03:00,service-a-755c99ff84-hjmts,service-a,1000,125
2026-09-07T13:03:22-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,102
2026-09-07T13:03:25-03:00,service-a-755c99ff84-hjmts,service-a,1000,125
2026-09-07T13:03:25-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,102
2026-09-07T13:03:28-03:00,service-a-755c99ff84-hjmts,service-a,1000,125
2026-09-07T13:03:28-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,102
2026-09-07T13:03:31-03:00,service-a-755c99ff84-hjmts,service-a,1000,125
2026-09-07T13:03:31-03:00,service-b-84f46cb7b9-9f2tf,service-b,168,102
