timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T03:56:20-03:00,service-a-79689f88cb-k74nn,service-a,704,117
2026-09-24T03:56:20-03:00,service-b-b9d464c6d-442cq,service-b,249,99
2026-09-24T03:56:23-03:00,service-a-79689f88cb-k74nn,service-a,704,117
2026-09-24T03:56:23-03:00,service-b-b9d464c6d-442cq,service-b,249,99
2026-09-24T03:56:26-03:00,service-a-79689f88cb-k74nn,service-a,704,117
2026-09-24T03:56:26-03:00,service-b-b9d464c6d-442cq,service-b,249,99
2026-09-24T03:56:29-03:00,service-a-79689f88cb-k74nn,service-a,704,117
2026-09-24T03:56:29-03:00,service-b-b9d464c6d-442cq,service-b,249,99
2026-09-24T03:56:32-03:00,service-a-79689f88cb-k74nn,service-a,704,117
2026-09-24T03:56:32-03:00,service-b-b9d464c6d-442cq,service-b,249,99
2026-09-24T03:56:35-03:00,service-a-79689f88cb-k74nn,service-a,631,116
2026-09-24T03:56:35-03:00,service-b-b9d464c6d-442cq,service-b,228,99
2026-09-24T03:56:38-03:00,service-a-79689f88cb-k74nn,service-a,631,116
2026-09-24T03:56:38-03:00,service-b-b9d464c6d-442cq,service-b,228,99
2026-09-24T03:56:41-03:00,service-a-79689f88cb-k74nn,service-a,631,116
2026-09-24T03:56:41-03:00,service-b-b9d464c6d-442cq,service-b,228,99
2026-09-24T03:56:44-03:00,service-a-79689f88cb-k74nn,service-a,631,116
2026-09-24T03:56:44-03:00,service-b-b9d464c6d-442cq,service-b,228,99
2026-09-24T03:56:47-03:00,service-a-79689f88cb-k74nn,service-a,631,116
2026-09-24T03:56:47-03:00,service-b-b9d464c6d-442cq,service-b,228,99
2026-09-24T03:56:50-03:00,service-a-79689f88cb-k74nn,service-a,788,122
2026-09-24T03:56:50-03:00,service-b-b9d464c6d-442cq,service-b,302,102
2026-09-24T03:56:53-03:00,service-a-79689f88cb-k74nn,service-a,788,122
2026-09-24T03:56:53-03:00,service-b-b9d464c6d-442cq,service-b,302,102
2026-09-24T03:56:56-03:00,service-a-79689f88cb-k74nn,service-a,788,122
2026-09-24T03:56:56-03:00,service-b-b9d464c6d-442cq,service-b,302,102
2026-09-24T03:56:59-03:00,service-a-79689f88cb-k74nn,service-a,788,122
2026-09-24T03:56:59-03:00,service-b-b9d464c6d-442cq,service-b,302,102
2026-09-24T03:57:02-03:00,service-a-79689f88cb-k74nn,service-a,788,122
2026-09-24T03:57:02-03:00,service-b-b9d464c6d-442cq,service-b,302,102
2026-09-24T03:57:05-03:00,service-a-79689f88cb-k74nn,service-a,992,123
2026-09-24T03:57:05-03:00,service-b-b9d464c6d-442cq,service-b,339,102
2026-09-24T03:57:08-03:00,service-a-79689f88cb-k74nn,service-a,992,123
2026-09-24T03:57:08-03:00,service-b-b9d464c6d-442cq,service-b,339,102
2026-09-24T03:57:12-03:00,service-a-79689f88cb-k74nn,service-a,992,123
2026-09-24T03:57:12-03:00,service-b-b9d464c6d-442cq,service-b,339,102
2026-09-24T03:57:15-03:00,service-a-79689f88cb-k74nn,service-a,992,123
2026-09-24T03:57:15-03:00,service-b-b9d464c6d-442cq,service-b,339,102
2026-09-24T03:57:18-03:00,service-a-79689f88cb-k74nn,service-a,992,123
2026-09-24T03:57:18-03:00,service-b-b9d464c6d-442cq,service-b,339,102
2026-09-24T03:57:21-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:57:21-03:00,service-b-b9d464c6d-442cq,service-b,341,102
2026-09-24T03:57:24-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:57:24-03:00,service-b-b9d464c6d-442cq,service-b,341,102
2026-09-24T03:57:27-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:57:27-03:00,service-b-b9d464c6d-442cq,service-b,341,102
2026-09-24T03:57:30-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:57:30-03:00,service-b-b9d464c6d-442cq,service-b,341,102
2026-09-24T03:57:33-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:57:33-03:00,service-b-b9d464c6d-442cq,service-b,341,102
2026-09-24T03:57:36-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:57:36-03:00,service-b-b9d464c6d-442cq,service-b,344,102
2026-09-24T03:57:39-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:57:39-03:00,service-b-b9d464c6d-442cq,service-b,344,102
2026-09-24T03:57:42-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:57:42-03:00,service-b-b9d464c6d-442cq,service-b,344,102
2026-09-24T03:57:45-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:57:45-03:00,service-b-b9d464c6d-442cq,service-b,344,102
2026-09-24T03:57:48-03:00,service-a-79689f88cb-k74nn,service-a,995,123
2026-09-24T03:57:48-03:00,service-b-b9d464c6d-442cq,service-b,345,106
2026-09-24T03:57:51-03:00,service-a-79689f88cb-k74nn,service-a,995,123
2026-09-24T03:57:51-03:00,service-b-b9d464c6d-442cq,service-b,345,106
2026-09-24T03:57:54-03:00,service-a-79689f88cb-k74nn,service-a,995,123
2026-09-24T03:57:54-03:00,service-b-b9d464c6d-442cq,service-b,345,106
2026-09-24T03:57:58-03:00,service-a-79689f88cb-k74nn,service-a,995,123
2026-09-24T03:57:58-03:00,service-b-b9d464c6d-442cq,service-b,345,106
2026-09-24T03:58:01-03:00,service-a-79689f88cb-k74nn,service-a,995,123
2026-09-24T03:58:01-03:00,service-b-b9d464c6d-442cq,service-b,345,106
2026-09-24T03:58:04-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:58:04-03:00,service-b-b9d464c6d-442cq,service-b,342,106
2026-09-24T03:58:07-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:58:07-03:00,service-b-b9d464c6d-442cq,service-b,342,106
2026-09-24T03:58:10-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:58:10-03:00,service-b-b9d464c6d-442cq,service-b,342,106
2026-09-24T03:58:13-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:58:13-03:00,service-b-b9d464c6d-442cq,service-b,342,106
2026-09-24T03:58:16-03:00,service-a-79689f88cb-k74nn,service-a,998,123
2026-09-24T03:58:16-03:00,service-b-b9d464c6d-442cq,service-b,342,106
2026-09-24T03:58:19-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:58:19-03:00,service-b-b9d464c6d-442cq,service-b,344,106
2026-09-24T03:58:22-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:58:22-03:00,service-b-b9d464c6d-442cq,service-b,344,106
2026-09-24T03:58:25-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:58:25-03:00,service-b-b9d464c6d-442cq,service-b,344,106
2026-09-24T03:58:28-03:00,service-a-79689f88cb-k74nn,service-a,993,123
2026-09-24T03:58:28-03:00,service-b-b9d464c6d-442cq,service-b,344,106
