timestamp,phase,container,key,value
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,usage_usec,19493583
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,user_usec,16439575
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,system_usec,3054008
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,nice_usec,0
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,core_sched.force_idle_usec,0
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,nr_periods,269
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,nr_throttled,135
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,throttled_usec,16475268
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,nr_bursts,0
2026-09-24T03:56:29-03:00,start,service-a-79689f88cb-k74nn/service-a,burst_usec,0
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,usage_usec,7494660
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,user_usec,6267689
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,system_usec,1226971
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,nice_usec,0
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,core_sched.force_idle_usec,0
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,nr_periods,267
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,nr_throttled,6
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,throttled_usec,916706
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,nr_bursts,0
2026-09-24T03:56:29-03:00,start,service-b-b9d464c6d-442cq/service-b,burst_usec,0
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,usage_usec,139044765
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,user_usec,115956478
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,system_usec,23088286
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,nice_usec,0
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,core_sched.force_idle_usec,0
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,nr_periods,1472
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,nr_throttled,1337
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,throttled_usec,194888441
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,nr_bursts,0
2026-09-24T03:58:30-03:00,end,service-a-79689f88cb-k74nn/service-a,burst_usec,0
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,usage_usec,48497372
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,user_usec,40094811
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,system_usec,8402561
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,nice_usec,0
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,core_sched.force_idle_usec,0
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,nr_periods,1470
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,nr_throttled,6
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,throttled_usec,916706
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,nr_bursts,0
2026-09-24T03:58:30-03:00,end,service-b-b9d464c6d-442cq/service-b,burst_usec,0
