Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,22361,0,770,773.0567906395005,276.5849019997404,1477.1298429986928,202.68731273198873,186.07198498767048,0.0,770,850,910,950,1100,1100,1200,1200,1300,1400,1500
,Aggregated,22361,0,770,773.0567906395005,276.5849019997404,1477.1298429986928,202.68731273198873,186.07198498767048,0.0,770,850,910,950,1100,1100,1200,1200,1300,1400,1500
