Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,44069,0,230,244.47568082786725,3.4984220001206268,673.2346390017483,208.2753863259888,366.4514759371486,0.0,230,280,310,330,380,450,500,530,600,660,670
,Aggregated,44069,0,230,244.47568082786725,3.4984220001206268,673.2346390017483,208.2753863259888,366.4514759371486,0.0,230,280,310,330,380,450,500,530,600,660,670
