timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T03:25:22-03:00,scenario_3-service_a-1,21.40%,111MiB,256MiB,43.35%
2026-09-24T03:25:22-03:00,scenario_3-service_b-1,14.71%,103.3MiB,256MiB,40.36%
2026-09-24T03:25:28-03:00,scenario_3-service_a-1,94.85%,120.3MiB,256MiB,46.99%
2026-09-24T03:25:28-03:00,scenario_3-service_b-1,29.21%,102.9MiB,256MiB,40.19%
2026-09-24T03:25:33-03:00,scenario_3-service_a-1,100.97%,125MiB,256MiB,48.82%
2026-09-24T03:25:33-03:00,scenario_3-service_b-1,47.48%,103MiB,256MiB,40.24%
2026-09-24T03:25:38-03:00,scenario_3-service_a-1,100.65%,115.8MiB,256MiB,45.24%
2026-09-24T03:25:38-03:00,scenario_3-service_b-1,40.38%,105.2MiB,256MiB,41.09%
2026-09-24T03:25:43-03:00,scenario_3-service_a-1,101.93%,117.4MiB,256MiB,45.87%
2026-09-24T03:25:43-03:00,scenario_3-service_b-1,35.59%,104.4MiB,256MiB,40.79%
2026-09-24T03:25:48-03:00,scenario_3-service_a-1,100.84%,127.5MiB,256MiB,49.80%
2026-09-24T03:25:48-03:00,scenario_3-service_b-1,48.78%,104.8MiB,256MiB,40.95%
2026-09-24T03:25:53-03:00,scenario_3-service_a-1,99.80%,117.3MiB,256MiB,45.80%
2026-09-24T03:25:53-03:00,scenario_3-service_b-1,29.27%,104.7MiB,256MiB,40.89%
2026-09-24T03:25:58-03:00,scenario_3-service_a-1,100.40%,117.7MiB,256MiB,45.98%
2026-09-24T03:25:58-03:00,scenario_3-service_b-1,49.09%,106.1MiB,256MiB,41.43%
2026-09-24T03:26:03-03:00,scenario_3-service_a-1,100.94%,117.3MiB,256MiB,45.84%
2026-09-24T03:26:03-03:00,scenario_3-service_b-1,34.70%,106.4MiB,256MiB,41.56%
2026-09-24T03:26:08-03:00,scenario_3-service_a-1,100.84%,126.5MiB,256MiB,49.40%
2026-09-24T03:26:08-03:00,scenario_3-service_b-1,39.23%,105.8MiB,256MiB,41.33%
2026-09-24T03:26:13-03:00,scenario_3-service_a-1,100.53%,117.6MiB,256MiB,45.92%
2026-09-24T03:26:13-03:00,scenario_3-service_b-1,35.90%,116.2MiB,256MiB,45.41%
2026-09-24T03:26:18-03:00,scenario_3-service_a-1,99.05%,117.7MiB,256MiB,45.97%
2026-09-24T03:26:18-03:00,scenario_3-service_b-1,49.18%,107.9MiB,256MiB,42.14%
2026-09-24T03:26:24-03:00,scenario_3-service_a-1,100.43%,117.3MiB,256MiB,45.83%
2026-09-24T03:26:24-03:00,scenario_3-service_b-1,40.74%,107.4MiB,256MiB,41.94%
2026-09-24T03:26:29-03:00,scenario_3-service_a-1,100.80%,129.1MiB,256MiB,50.42%
2026-09-24T03:26:29-03:00,scenario_3-service_b-1,31.75%,107.9MiB,256MiB,42.17%
2026-09-24T03:26:34-03:00,scenario_3-service_a-1,101.14%,117.7MiB,256MiB,45.99%
2026-09-24T03:26:34-03:00,scenario_3-service_b-1,31.95%,108MiB,256MiB,42.19%
2026-09-24T03:26:39-03:00,scenario_3-service_a-1,100.53%,126.5MiB,256MiB,49.41%
2026-09-24T03:26:39-03:00,scenario_3-service_b-1,37.38%,107.8MiB,256MiB,42.12%
2026-09-24T03:26:44-03:00,scenario_3-service_a-1,100.49%,130.4MiB,256MiB,50.95%
2026-09-24T03:26:44-03:00,scenario_3-service_b-1,44.79%,107.9MiB,256MiB,42.14%
2026-09-24T03:26:49-03:00,scenario_3-service_a-1,101.69%,117MiB,256MiB,45.70%
2026-09-24T03:26:49-03:00,scenario_3-service_b-1,29.01%,107.6MiB,256MiB,42.02%
2026-09-24T03:26:54-03:00,scenario_3-service_a-1,100.27%,118MiB,256MiB,46.10%
2026-09-24T03:26:54-03:00,scenario_3-service_b-1,47.25%,107.8MiB,256MiB,42.13%
2026-09-24T03:26:59-03:00,scenario_3-service_a-1,101.15%,127.1MiB,256MiB,49.65%
2026-09-24T03:26:59-03:00,scenario_3-service_b-1,47.59%,108.1MiB,256MiB,42.23%
2026-09-24T03:27:04-03:00,scenario_3-service_a-1,100.62%,130.9MiB,256MiB,51.15%
2026-09-24T03:27:04-03:00,scenario_3-service_b-1,31.60%,108.1MiB,256MiB,42.21%
2026-09-24T03:27:09-03:00,scenario_3-service_a-1,100.49%,130.6MiB,256MiB,51.00%
2026-09-24T03:27:09-03:00,scenario_3-service_b-1,35.89%,107.5MiB,256MiB,41.98%
2026-09-24T03:27:15-03:00,scenario_3-service_a-1,101.04%,117.5MiB,256MiB,45.90%
2026-09-24T03:27:15-03:00,scenario_3-service_b-1,45.49%,107.6MiB,256MiB,42.02%
2026-09-24T03:27:20-03:00,scenario_3-service_a-1,100.06%,117.5MiB,256MiB,45.88%
2026-09-24T03:27:20-03:00,scenario_3-service_b-1,42.13%,107.9MiB,256MiB,42.16%
2026-09-24T03:27:25-03:00,scenario_3-service_a-1,101.32%,117.6MiB,256MiB,45.93%
2026-09-24T03:27:25-03:00,scenario_3-service_b-1,38.85%,108.4MiB,256MiB,42.33%
2026-09-24T03:27:30-03:00,scenario_3-service_a-1,100.90%,117.7MiB,256MiB,45.98%
2026-09-24T03:27:30-03:00,scenario_3-service_b-1,32.54%,107.6MiB,256MiB,42.02%
2026-09-24T03:27:35-03:00,scenario_3-service_a-1,0.05%,116.6MiB,256MiB,45.54%
2026-09-24T03:27:35-03:00,scenario_3-service_b-1,0.06%,107.7MiB,256MiB,42.08%
