Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,63805,0,10,50.47114878829451,2.7882880003744503,266.4286669996727,220.04777055089727,532.9444614008966,0.0,10,56,110,120,150,160,180,200,230,250,270
,Aggregated,63805,0,10,50.47114878829451,2.7882880003744503,266.4286669996727,220.04777055089727,532.9444614008966,0.0,10,56,110,120,150,160,180,200,230,250,270
