timestamp,phase,container,key,value
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,usage_usec,20258263
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,user_usec,17746484
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,system_usec,2511779
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,nice_usec,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,core_sched.force_idle_usec,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,nr_periods,272
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,nr_throttled,152
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,throttled_usec,31321260
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,nr_bursts,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_a-1,burst_usec,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,usage_usec,11428357
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,user_usec,10145715
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,system_usec,1282642
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,nice_usec,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,core_sched.force_idle_usec,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,nr_periods,287
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,nr_throttled,38
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,throttled_usec,4003248
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,nr_bursts,0
2026-09-24T02:47:10-03:00,start,scenario_1-service_b-1,burst_usec,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,usage_usec,140184315
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,user_usec,120625369
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,system_usec,19558945
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,nice_usec,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,core_sched.force_idle_usec,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,nr_periods,1475
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,nr_throttled,1355
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,throttled_usec,317996720
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,nr_bursts,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_a-1,burst_usec,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,usage_usec,65069491
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,user_usec,56622874
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,system_usec,8446617
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,nice_usec,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,core_sched.force_idle_usec,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,nr_periods,1490
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,nr_throttled,201
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,throttled_usec,9100710
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,nr_bursts,0
2026-09-24T02:49:10-03:00,end,scenario_1-service_b-1,burst_usec,0
