timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T02:17:57-03:00,24.6,0.96,1800,76.0
2026-09-24T02:17:59-03:00,25.7,0.96,3700,75.0
2026-09-24T02:18:01-03:00,23.9,0.88,3736,70.0
2026-09-24T02:18:03-03:00,24.8,0.88,3747,68.0
2026-09-24T02:18:05-03:00,25.8,0.88,3700,77.0
2026-09-24T02:18:07-03:00,32.6,0.97,1625,76.0
2026-09-24T02:18:09-03:00,26.4,0.97,3365,63.0
2026-09-24T02:18:11-03:00,24.1,0.89,3398,65.0
2026-09-24T02:18:13-03:00,23.2,0.89,3700,73.0
2026-09-24T02:18:15-03:00,24.6,0.89,3700,73.0
2026-09-24T02:18:17-03:00,24.3,0.82,3826,69.0
2026-09-24T02:18:19-03:00,23.5,0.82,3815,67.0
2026-09-24T02:18:21-03:00,23.7,0.75,3820,69.0
2026-09-24T02:18:23-03:00,24.7,0.75,3825,68.0
2026-09-24T02:18:25-03:00,22.7,0.75,3849,66.0
2026-09-24T02:18:27-03:00,23.9,0.69,3856,68.0
2026-09-24T02:18:29-03:00,24.5,0.69,3700,72.0
2026-09-24T02:18:31-03:00,23.5,0.64,3700,76.0
2026-09-24T02:18:33-03:00,24.3,0.64,3738,71.0
2026-09-24T02:18:35-03:00,23.6,0.64,3724,69.0
2026-09-24T02:18:37-03:00,23.3,0.67,3781,68.0
2026-09-24T02:18:39-03:00,24.2,0.67,3871,68.0
2026-09-24T02:18:41-03:00,23.9,0.77,3821,68.0
2026-09-24T02:18:43-03:00,22.8,0.77,3798,67.0
2026-09-24T02:18:45-03:00,23.8,0.79,3701,70.0
2026-09-24T02:18:47-03:00,24.8,0.79,3700,77.0
2026-09-24T02:18:49-03:00,24.2,0.79,3832,73.0
2026-09-24T02:18:51-03:00,24.4,0.89,3846,69.0
2026-09-24T02:18:53-03:00,23.9,0.89,3773,78.0
2026-09-24T02:18:55-03:00,23.1,0.82,3737,69.0
2026-09-24T02:18:57-03:00,23.8,0.82,3849,69.0
2026-09-24T02:18:59-03:00,24.8,0.82,3302,70.0
2026-09-24T02:19:01-03:00,25.2,0.75,3700,72.0
2026-09-24T02:19:03-03:00,25.0,0.75,3700,77.0
2026-09-24T02:19:05-03:00,23.7,0.69,3729,72.0
2026-09-24T02:19:07-03:00,24.8,0.69,3833,70.0
2026-09-24T02:19:09-03:00,23.7,0.69,3700,69.0
2026-09-24T02:19:11-03:00,23.0,0.64,3809,67.0
2026-09-24T02:19:13-03:00,24.0,0.64,3784,70.0
2026-09-24T02:19:15-03:00,24.8,0.58,3809,69.0
2026-09-24T02:19:17-03:00,23.6,0.58,3850,68.0
2026-09-24T02:19:19-03:00,24.7,0.58,3700,75.0
2026-09-24T02:19:22-03:00,24.4,0.62,3700,80.0
2026-09-24T02:19:24-03:00,23.2,0.62,3764,71.0
2026-09-24T02:19:26-03:00,24.4,0.65,3884,69.0
2026-09-24T02:19:28-03:00,24.5,0.65,3794,70.0
2026-09-24T02:19:30-03:00,23.8,0.65,3814,69.0
2026-09-24T02:19:32-03:00,23.7,0.60,3835,68.0
2026-09-24T02:19:34-03:00,24.0,0.60,3805,69.0
2026-09-24T02:19:36-03:00,23.3,0.63,3700,77.0
2026-09-24T02:19:38-03:00,24.7,0.63,3700,78.0
2026-09-24T02:19:40-03:00,25.6,0.63,3760,71.0
2026-09-24T02:19:42-03:00,23.1,0.58,3851,70.0
2026-09-24T02:19:44-03:00,23.6,0.58,3824,69.0
2026-09-24T02:19:46-03:00,23.9,0.61,3791,70.0
2026-09-24T02:19:48-03:00,23.4,0.61,3839,70.0
2026-09-24T02:19:50-03:00,24.9,0.61,3729,69.0
2026-09-24T02:19:52-03:00,24.1,0.56,3700,74.0
2026-09-24T02:19:54-03:00,23.5,0.56,3700,78.0
2026-09-24T02:19:56-03:00,24.8,0.52,3759,75.0
2026-09-24T02:19:58-03:00,23.9,0.52,3724,72.0
2026-09-24T02:20:00-03:00,23.3,0.52,3508,70.0
2026-09-24T02:20:02-03:00,23.6,0.48,3798,69.0
2026-09-24T02:20:04-03:00,23.8,0.48,3722,73.0
2026-09-24T02:20:06-03:00,27.9,0.52,3749,82.0
2026-09-24T02:20:08-03:00,8.4,0.52,3887,71.0
2026-09-24T02:20:10-03:00,1.6,0.52,3841,62.0
