Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,21476,0,810,818.1712998509581,325.40766499732854,1404.7923399994033,220.8755354814677,178.70474656325132,0.0,810,910,960,1000,1100,1200,1200,1300,1400,1400,1400
,Aggregated,21476,0,810,818.1712998509581,325.40766499732854,1404.7923399994033,220.8755354814677,178.70474656325132,0.0,810,910,960,1000,1100,1200,1200,1300,1400,1400,1400
