timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T02:40:23-03:00,17.8,1.79,3760,69.0
2026-09-24T02:40:25-03:00,20.7,1.79,3700,72.0
2026-09-24T02:40:27-03:00,24.0,2.12,3769,71.0
2026-09-24T02:40:29-03:00,23.9,2.12,3807,67.0
2026-09-24T02:40:31-03:00,24.8,2.43,3790,71.0
2026-09-24T02:40:33-03:00,30.7,2.43,3806,70.0
2026-09-24T02:40:35-03:00,23.6,2.43,3882,68.0
2026-09-24T02:40:37-03:00,24.3,2.64,3769,66.0
2026-09-24T02:40:39-03:00,23.1,2.64,3834,67.0
2026-09-24T02:40:41-03:00,23.7,2.91,3700,72.0
2026-09-24T02:40:43-03:00,24.7,2.91,3700,72.0
2026-09-24T02:40:45-03:00,23.4,2.91,3787,71.0
2026-09-24T02:40:47-03:00,24.4,4.12,3793,68.0
2026-09-24T02:40:49-03:00,24.0,4.12,3855,68.0
2026-09-24T02:40:51-03:00,22.8,4.35,3440,69.0
2026-09-24T02:40:53-03:00,23.6,4.35,3817,68.0
2026-09-24T02:40:55-03:00,23.9,4.35,3850,67.0
2026-09-24T02:40:57-03:00,23.2,5.20,3700,71.0
2026-09-24T02:40:59-03:00,24.2,5.20,3700,77.0
2026-09-24T02:41:01-03:00,24.2,5.43,3761,73.0
2026-09-24T02:41:03-03:00,23.1,5.43,3817,69.0
2026-09-24T02:41:05-03:00,23.9,5.43,3848,69.0
2026-09-24T02:41:07-03:00,23.9,5.39,3763,69.0
2026-09-24T02:41:09-03:00,22.7,5.39,3846,68.0
2026-09-24T02:41:11-03:00,23.8,5.28,3863,69.0
2026-09-24T02:41:13-03:00,23.7,5.28,3805,67.0
2026-09-24T02:41:15-03:00,23.3,5.28,3700,77.0
2026-09-24T02:41:17-03:00,25.7,5.26,3798,73.0
2026-09-24T02:41:19-03:00,23.8,5.26,3802,71.0
2026-09-24T02:41:21-03:00,23.1,5.96,3798,68.0
2026-09-24T02:41:23-03:00,24.4,5.96,3728,71.0
2026-09-24T02:41:25-03:00,23.5,5.96,3762,76.0
2026-09-24T02:41:27-03:00,23.8,5.88,3833,68.0
2026-09-24T02:41:29-03:00,24.3,5.88,3700,72.0
2026-09-24T02:41:31-03:00,23.3,6.05,3700,78.0
2026-09-24T02:41:33-03:00,24.6,6.05,3748,72.0
2026-09-24T02:41:35-03:00,23.9,6.05,3701,75.0
2026-09-24T02:41:37-03:00,23.0,5.97,3779,70.0
2026-09-24T02:41:39-03:00,24.0,5.97,3789,69.0
2026-09-24T02:41:41-03:00,23.6,6.29,3789,71.0
2026-09-24T02:41:43-03:00,22.6,6.29,3789,68.0
2026-09-24T02:41:45-03:00,23.6,6.29,3423,68.0
2026-09-24T02:41:47-03:00,25.2,7.39,3700,75.0
2026-09-24T02:41:49-03:00,23.3,7.39,3700,75.0
2026-09-24T02:41:51-03:00,24.1,7.60,3754,74.0
2026-09-24T02:41:53-03:00,24.2,7.60,3755,71.0
2026-09-24T02:41:55-03:00,22.7,7.60,3874,68.0
2026-09-24T02:41:57-03:00,24.0,7.71,3790,69.0
2026-09-24T02:41:59-03:00,23.7,7.71,3760,70.0
2026-09-24T02:42:01-03:00,24.1,7.41,3375,69.0
2026-09-24T02:42:03-03:00,24.4,7.41,3700,72.0
2026-09-24T02:42:06-03:00,25.0,7.41,3700,79.0
2026-09-24T02:42:08-03:00,23.6,7.86,3713,74.0
2026-09-24T02:42:10-03:00,24.1,7.86,3869,69.0
2026-09-24T02:42:12-03:00,23.4,7.79,3787,71.0
2026-09-24T02:42:14-03:00,23.4,7.79,3699,69.0
2026-09-24T02:42:16-03:00,24.0,7.89,3835,69.0
2026-09-24T02:42:18-03:00,24.2,7.89,3795,71.0
2026-09-24T02:42:20-03:00,23.1,7.89,3700,73.0
2026-09-24T02:42:22-03:00,24.4,7.82,3700,81.0
2026-09-24T02:42:24-03:00,25.1,7.82,3845,73.0
2026-09-24T02:42:26-03:00,22.5,7.19,3853,73.0
2026-09-24T02:42:28-03:00,23.8,7.19,3831,69.0
2026-09-24T02:42:30-03:00,23.7,7.19,3425,70.0
2026-09-24T02:42:32-03:00,27.0,6.69,3700,77.0
2026-09-24T02:42:34-03:00,13.0,6.69,1800,78.0
