Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,21620,0,800,758.698349847592,6.006740000884747,1123.5943450010382,236.8691026827012,181.3704948996648,0.0,800,850,870,890,930,960,990,1000,1100,1100,1100
,Aggregated,21620,0,800,758.698349847592,6.006740000884747,1123.5943450010382,236.8691026827012,181.3704948996648,0.0,800,850,870,890,930,960,990,1000,1100,1100,1100
