timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T04:22:06-03:00,scenario_4-service_a-1,67.86%,120.8MiB,256MiB,47.19%
2026-09-24T04:22:06-03:00,scenario_4-service_b-1,25.43%,112.5MiB,256MiB,43.94%
2026-09-24T04:22:11-03:00,scenario_4-service_a-1,101.01%,121.4MiB,256MiB,47.43%
2026-09-24T04:22:11-03:00,scenario_4-service_b-1,31.32%,112.8MiB,256MiB,44.06%
2026-09-24T04:22:16-03:00,scenario_4-service_a-1,100.45%,122.4MiB,256MiB,47.82%
2026-09-24T04:22:16-03:00,scenario_4-service_b-1,35.03%,113MiB,256MiB,44.15%
2026-09-24T04:22:21-03:00,scenario_4-service_a-1,101.32%,131.8MiB,256MiB,51.47%
2026-09-24T04:22:21-03:00,scenario_4-service_b-1,21.97%,112.7MiB,256MiB,44.04%
2026-09-24T04:22:26-03:00,scenario_4-service_a-1,100.39%,134.3MiB,256MiB,52.46%
2026-09-24T04:22:26-03:00,scenario_4-service_b-1,20.40%,113.2MiB,256MiB,44.20%
2026-09-24T04:22:31-03:00,scenario_4-service_a-1,98.92%,136.8MiB,256MiB,53.43%
2026-09-24T04:22:31-03:00,scenario_4-service_b-1,29.77%,112.7MiB,256MiB,44.04%
2026-09-24T04:22:36-03:00,scenario_4-service_a-1,100.85%,140.2MiB,256MiB,54.76%
2026-09-24T04:22:36-03:00,scenario_4-service_b-1,16.74%,113MiB,256MiB,44.13%
2026-09-24T04:22:41-03:00,scenario_4-service_a-1,100.71%,127.4MiB,256MiB,49.77%
2026-09-24T04:22:41-03:00,scenario_4-service_b-1,28.18%,113.2MiB,256MiB,44.23%
2026-09-24T04:22:47-03:00,scenario_4-service_a-1,100.54%,141MiB,256MiB,55.07%
2026-09-24T04:22:47-03:00,scenario_4-service_b-1,21.59%,112.7MiB,256MiB,44.00%
2026-09-24T04:22:52-03:00,scenario_4-service_a-1,100.34%,127.5MiB,256MiB,49.82%
2026-09-24T04:22:52-03:00,scenario_4-service_b-1,21.05%,113.1MiB,256MiB,44.19%
2026-09-24T04:22:57-03:00,scenario_4-service_a-1,100.91%,131.1MiB,256MiB,51.23%
2026-09-24T04:22:57-03:00,scenario_4-service_b-1,32.61%,115MiB,256MiB,44.91%
2026-09-24T04:23:02-03:00,scenario_4-service_a-1,100.75%,139.2MiB,256MiB,54.37%
2026-09-24T04:23:02-03:00,scenario_4-service_b-1,20.92%,114.3MiB,256MiB,44.65%
2026-09-24T04:23:07-03:00,scenario_4-service_a-1,100.04%,140.8MiB,256MiB,55.02%
2026-09-24T04:23:07-03:00,scenario_4-service_b-1,27.11%,114.5MiB,256MiB,44.71%
2026-09-24T04:23:12-03:00,scenario_4-service_a-1,100.38%,127.4MiB,256MiB,49.76%
2026-09-24T04:23:12-03:00,scenario_4-service_b-1,25.15%,115.9MiB,256MiB,45.26%
2026-09-24T04:23:17-03:00,scenario_4-service_a-1,99.69%,127.6MiB,256MiB,49.85%
2026-09-24T04:23:17-03:00,scenario_4-service_b-1,20.38%,117.6MiB,256MiB,45.93%
2026-09-24T04:23:22-03:00,scenario_4-service_a-1,100.10%,127.8MiB,256MiB,49.92%
2026-09-24T04:23:22-03:00,scenario_4-service_b-1,32.35%,117.4MiB,256MiB,45.87%
2026-09-24T04:23:27-03:00,scenario_4-service_a-1,101.32%,131.4MiB,256MiB,51.32%
2026-09-24T04:23:27-03:00,scenario_4-service_b-1,21.75%,117.4MiB,256MiB,45.86%
2026-09-24T04:23:32-03:00,scenario_4-service_a-1,100.45%,137.4MiB,256MiB,53.66%
2026-09-24T04:23:32-03:00,scenario_4-service_b-1,32.76%,117.4MiB,256MiB,45.87%
2026-09-24T04:23:37-03:00,scenario_4-service_a-1,100.49%,136.8MiB,256MiB,53.42%
2026-09-24T04:23:37-03:00,scenario_4-service_b-1,17.12%,117.6MiB,256MiB,45.92%
2026-09-24T04:23:43-03:00,scenario_4-service_a-1,100.67%,140.4MiB,256MiB,54.83%
2026-09-24T04:23:43-03:00,scenario_4-service_b-1,17.02%,118.9MiB,256MiB,46.46%
2026-09-24T04:23:48-03:00,scenario_4-service_a-1,99.50%,127.2MiB,256MiB,49.68%
2026-09-24T04:23:48-03:00,scenario_4-service_b-1,27.69%,118.8MiB,256MiB,46.39%
2026-09-24T04:23:53-03:00,scenario_4-service_a-1,100.51%,127MiB,256MiB,49.62%
2026-09-24T04:23:53-03:00,scenario_4-service_b-1,20.80%,118.9MiB,256MiB,46.44%
2026-09-24T04:23:58-03:00,scenario_4-service_a-1,101.51%,127.4MiB,256MiB,49.78%
2026-09-24T04:23:58-03:00,scenario_4-service_b-1,22.49%,119.1MiB,256MiB,46.51%
2026-09-24T04:24:03-03:00,scenario_4-service_a-1,100.24%,128.7MiB,256MiB,50.26%
2026-09-24T04:24:03-03:00,scenario_4-service_b-1,32.54%,119.6MiB,256MiB,46.71%
2026-09-24T04:24:08-03:00,scenario_4-service_a-1,101.08%,137.5MiB,256MiB,53.70%
2026-09-24T04:24:08-03:00,scenario_4-service_b-1,21.70%,118.7MiB,256MiB,46.36%
2026-09-24T04:24:13-03:00,scenario_4-service_a-1,100.52%,140.7MiB,256MiB,54.95%
2026-09-24T04:24:13-03:00,scenario_4-service_b-1,28.39%,118.7MiB,256MiB,46.36%
2026-09-24T04:24:18-03:00,scenario_4-service_a-1,0.05%,126MiB,256MiB,49.21%
2026-09-24T04:24:18-03:00,scenario_4-service_b-1,9.96%,118.7MiB,256MiB,46.36%
