Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,57583,0,24,79.61074789413347,2.732769999965967,593.5544220001248,220.14490387788064,483.84980975056084,0.0,24,120,160,170,200,240,280,330,470,570,590
,Aggregated,57583,0,24,79.61074789413347,2.732769999965967,593.5544220001248,220.14490387788064,483.84980975056084,0.0,24,120,160,170,200,240,280,330,470,570,590
