Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,47083,0,180,209.31765678265344,2.514709998649778,1126.5551399992546,197.2061890703651,391.45381918514937,0.0,180,230,250,280,330,400,680,800,1000,1100,1100
,Aggregated,47083,0,180,209.31765678265344,2.514709998649778,1126.5551399992546,197.2061890703651,391.45381918514937,0.0,180,230,250,280,330,400,680,800,1000,1100,1100
