timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T02:59:22-03:00,scenario_1-service_a-1,20.75%,108.2MiB,256MiB,42.28%
2026-09-24T02:59:22-03:00,scenario_1-service_b-1,23.58%,97.37MiB,256MiB,38.03%
2026-09-24T02:59:27-03:00,scenario_1-service_a-1,66.02%,108.4MiB,256MiB,42.35%
2026-09-24T02:59:27-03:00,scenario_1-service_b-1,54.20%,109.1MiB,256MiB,42.64%
2026-09-24T02:59:32-03:00,scenario_1-service_a-1,100.24%,123.8MiB,256MiB,48.35%
2026-09-24T02:59:32-03:00,scenario_1-service_b-1,36.35%,97.63MiB,256MiB,38.14%
2026-09-24T02:59:38-03:00,scenario_1-service_a-1,100.23%,115.2MiB,256MiB,45.00%
2026-09-24T02:59:38-03:00,scenario_1-service_b-1,32.09%,106.2MiB,256MiB,41.50%
2026-09-24T02:59:43-03:00,scenario_1-service_a-1,100.37%,115.2MiB,256MiB,45.00%
2026-09-24T02:59:43-03:00,scenario_1-service_b-1,36.36%,99.18MiB,256MiB,38.74%
2026-09-24T02:59:48-03:00,scenario_1-service_a-1,100.73%,124.6MiB,256MiB,48.68%
2026-09-24T02:59:48-03:00,scenario_1-service_b-1,63.81%,101.3MiB,256MiB,39.57%
2026-09-24T02:59:53-03:00,scenario_1-service_a-1,99.63%,114.8MiB,256MiB,44.86%
2026-09-24T02:59:53-03:00,scenario_1-service_b-1,34.44%,101.3MiB,256MiB,39.57%
2026-09-24T02:59:58-03:00,scenario_1-service_a-1,100.05%,115.4MiB,256MiB,45.08%
2026-09-24T02:59:58-03:00,scenario_1-service_b-1,35.75%,101.1MiB,256MiB,39.49%
2026-09-24T03:00:03-03:00,scenario_1-service_a-1,100.77%,124.7MiB,256MiB,48.70%
2026-09-24T03:00:03-03:00,scenario_1-service_b-1,36.99%,100.7MiB,256MiB,39.35%
2026-09-24T03:00:08-03:00,scenario_1-service_a-1,100.19%,115.6MiB,256MiB,45.16%
2026-09-24T03:00:08-03:00,scenario_1-service_b-1,34.71%,109.9MiB,256MiB,42.93%
2026-09-24T03:00:13-03:00,scenario_1-service_a-1,100.86%,127.8MiB,256MiB,49.91%
2026-09-24T03:00:13-03:00,scenario_1-service_b-1,35.09%,100.6MiB,256MiB,39.31%
2026-09-24T03:00:18-03:00,scenario_1-service_a-1,101.01%,114.8MiB,256MiB,44.84%
2026-09-24T03:00:18-03:00,scenario_1-service_b-1,64.82%,101.2MiB,256MiB,39.53%
2026-09-24T03:00:23-03:00,scenario_1-service_a-1,103.59%,124.8MiB,256MiB,48.75%
2026-09-24T03:00:23-03:00,scenario_1-service_b-1,40.89%,101MiB,256MiB,39.46%
2026-09-24T03:00:29-03:00,scenario_1-service_a-1,99.85%,115MiB,256MiB,44.94%
2026-09-24T03:00:29-03:00,scenario_1-service_b-1,29.22%,101.1MiB,256MiB,39.48%
2026-09-24T03:00:34-03:00,scenario_1-service_a-1,101.90%,114.9MiB,256MiB,44.90%
2026-09-24T03:00:34-03:00,scenario_1-service_b-1,37.16%,102.6MiB,256MiB,40.06%
2026-09-24T03:00:39-03:00,scenario_1-service_a-1,100.69%,124.8MiB,256MiB,48.73%
2026-09-24T03:00:39-03:00,scenario_1-service_b-1,48.94%,112.4MiB,256MiB,43.91%
2026-09-24T03:00:44-03:00,scenario_1-service_a-1,100.46%,124.7MiB,256MiB,48.70%
2026-09-24T03:00:44-03:00,scenario_1-service_b-1,31.09%,102.7MiB,256MiB,40.12%
2026-09-24T03:00:49-03:00,scenario_1-service_a-1,100.47%,115.2MiB,256MiB,44.98%
2026-09-24T03:00:49-03:00,scenario_1-service_b-1,59.37%,102.8MiB,256MiB,40.16%
2026-09-24T03:00:54-03:00,scenario_1-service_a-1,101.72%,124.1MiB,256MiB,48.49%
2026-09-24T03:00:54-03:00,scenario_1-service_b-1,39.43%,103MiB,256MiB,40.24%
2026-09-24T03:00:59-03:00,scenario_1-service_a-1,100.27%,127MiB,256MiB,49.61%
2026-09-24T03:00:59-03:00,scenario_1-service_b-1,30.39%,102.9MiB,256MiB,40.19%
2026-09-24T03:01:04-03:00,scenario_1-service_a-1,100.36%,115.1MiB,256MiB,44.97%
2026-09-24T03:01:04-03:00,scenario_1-service_b-1,28.99%,103.2MiB,256MiB,40.32%
2026-09-24T03:01:09-03:00,scenario_1-service_a-1,101.54%,115.2MiB,256MiB,44.99%
2026-09-24T03:01:09-03:00,scenario_1-service_b-1,53.44%,103.4MiB,256MiB,40.39%
2026-09-24T03:01:14-03:00,scenario_1-service_a-1,101.15%,115.3MiB,256MiB,45.03%
2026-09-24T03:01:15-03:00,scenario_1-service_b-1,31.89%,102.5MiB,256MiB,40.03%
2026-09-24T03:01:20-03:00,scenario_1-service_a-1,100.91%,127MiB,256MiB,49.61%
2026-09-24T03:01:20-03:00,scenario_1-service_b-1,62.20%,102.6MiB,256MiB,40.06%
2026-09-24T03:01:25-03:00,scenario_1-service_a-1,100.77%,115MiB,256MiB,44.92%
2026-09-24T03:01:25-03:00,scenario_1-service_b-1,28.21%,103MiB,256MiB,40.23%
2026-09-24T03:01:30-03:00,scenario_1-service_a-1,100.00%,115.2MiB,256MiB,44.99%
2026-09-24T03:01:30-03:00,scenario_1-service_b-1,36.88%,102.6MiB,256MiB,40.08%
2026-09-24T03:01:35-03:00,scenario_1-service_a-1,0.05%,113.8MiB,256MiB,44.44%
2026-09-24T03:01:35-03:00,scenario_1-service_b-1,0.04%,102.1MiB,256MiB,39.90%
