timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T02:49:49-03:00,scenario_4-service_a-1,67.01%,120.7MiB,256MiB,47.14%
2026-09-24T02:49:49-03:00,scenario_4-service_b-1,25.80%,112.4MiB,256MiB,43.90%
2026-09-24T02:49:54-03:00,scenario_4-service_a-1,101.15%,121.1MiB,256MiB,47.30%
2026-09-24T02:49:54-03:00,scenario_4-service_b-1,21.52%,112.4MiB,256MiB,43.90%
2026-09-24T02:49:59-03:00,scenario_4-service_a-1,100.25%,122MiB,256MiB,47.64%
2026-09-24T02:49:59-03:00,scenario_4-service_b-1,18.79%,112.7MiB,256MiB,44.01%
2026-09-24T02:50:04-03:00,scenario_4-service_a-1,100.39%,130.2MiB,256MiB,50.85%
2026-09-24T02:50:04-03:00,scenario_4-service_b-1,24.56%,120.3MiB,256MiB,46.98%
2026-09-24T02:50:09-03:00,scenario_4-service_a-1,100.47%,131.4MiB,256MiB,51.34%
2026-09-24T02:50:09-03:00,scenario_4-service_b-1,28.38%,112.5MiB,256MiB,43.96%
2026-09-24T02:50:14-03:00,scenario_4-service_a-1,100.48%,123.5MiB,256MiB,48.25%
2026-09-24T02:50:14-03:00,scenario_4-service_b-1,26.90%,112.5MiB,256MiB,43.95%
2026-09-24T02:50:19-03:00,scenario_4-service_a-1,100.54%,138.9MiB,256MiB,54.26%
2026-09-24T02:50:19-03:00,scenario_4-service_b-1,32.65%,113.1MiB,256MiB,44.19%
2026-09-24T02:50:24-03:00,scenario_4-service_a-1,100.50%,127.4MiB,256MiB,49.78%
2026-09-24T02:50:24-03:00,scenario_4-service_b-1,31.14%,112.8MiB,256MiB,44.04%
2026-09-24T02:50:29-03:00,scenario_4-service_a-1,101.08%,126.9MiB,256MiB,49.59%
2026-09-24T02:50:29-03:00,scenario_4-service_b-1,25.67%,122.2MiB,256MiB,47.72%
2026-09-24T02:50:34-03:00,scenario_4-service_a-1,103.01%,129.4MiB,256MiB,50.56%
2026-09-24T02:50:34-03:00,scenario_4-service_b-1,27.61%,115.7MiB,256MiB,45.20%
2026-09-24T02:50:39-03:00,scenario_4-service_a-1,100.32%,139.9MiB,256MiB,54.63%
2026-09-24T02:50:39-03:00,scenario_4-service_b-1,27.61%,115.8MiB,256MiB,45.23%
2026-09-24T02:50:45-03:00,scenario_4-service_a-1,100.34%,139.9MiB,256MiB,54.64%
2026-09-24T02:50:45-03:00,scenario_4-service_b-1,31.59%,115.1MiB,256MiB,44.96%
2026-09-24T02:50:50-03:00,scenario_4-service_a-1,100.86%,126.8MiB,256MiB,49.55%
2026-09-24T02:50:50-03:00,scenario_4-service_b-1,30.67%,115.3MiB,256MiB,45.06%
2026-09-24T02:50:55-03:00,scenario_4-service_a-1,100.17%,127MiB,256MiB,49.59%
2026-09-24T02:50:55-03:00,scenario_4-service_b-1,21.00%,115.6MiB,256MiB,45.15%
2026-09-24T02:51:00-03:00,scenario_4-service_a-1,100.51%,127.1MiB,256MiB,49.65%
2026-09-24T02:51:00-03:00,scenario_4-service_b-1,21.31%,115.4MiB,256MiB,45.08%
2026-09-24T02:51:05-03:00,scenario_4-service_a-1,100.50%,127.4MiB,256MiB,49.75%
2026-09-24T02:51:05-03:00,scenario_4-service_b-1,20.35%,115.6MiB,256MiB,45.14%
2026-09-24T02:51:10-03:00,scenario_4-service_a-1,100.13%,136.4MiB,256MiB,53.29%
2026-09-24T02:51:10-03:00,scenario_4-service_b-1,21.92%,115.1MiB,256MiB,44.97%
2026-09-24T02:51:15-03:00,scenario_4-service_a-1,100.03%,139.3MiB,256MiB,54.41%
2026-09-24T02:51:15-03:00,scenario_4-service_b-1,32.01%,115.5MiB,256MiB,45.11%
2026-09-24T02:51:20-03:00,scenario_4-service_a-1,100.42%,140MiB,256MiB,54.70%
2026-09-24T02:51:20-03:00,scenario_4-service_b-1,16.84%,115MiB,256MiB,44.94%
2026-09-24T02:51:25-03:00,scenario_4-service_a-1,101.08%,126.9MiB,256MiB,49.58%
2026-09-24T02:51:25-03:00,scenario_4-service_b-1,18.04%,115.8MiB,256MiB,45.24%
2026-09-24T02:51:30-03:00,scenario_4-service_a-1,100.47%,126.9MiB,256MiB,49.59%
2026-09-24T02:51:30-03:00,scenario_4-service_b-1,32.14%,115.6MiB,256MiB,45.16%
2026-09-24T02:51:35-03:00,scenario_4-service_a-1,100.35%,126.8MiB,256MiB,49.52%
2026-09-24T02:51:36-03:00,scenario_4-service_b-1,32.78%,116MiB,256MiB,45.29%
2026-09-24T02:51:41-03:00,scenario_4-service_a-1,101.63%,127.3MiB,256MiB,49.74%
2026-09-24T02:51:41-03:00,scenario_4-service_b-1,18.83%,115.6MiB,256MiB,45.18%
2026-09-24T02:51:46-03:00,scenario_4-service_a-1,101.93%,135.2MiB,256MiB,52.83%
2026-09-24T02:51:46-03:00,scenario_4-service_b-1,17.73%,115.2MiB,256MiB,45.00%
2026-09-24T02:51:51-03:00,scenario_4-service_a-1,100.87%,137MiB,256MiB,53.50%
2026-09-24T02:51:51-03:00,scenario_4-service_b-1,27.35%,116MiB,256MiB,45.33%
2026-09-24T02:51:56-03:00,scenario_4-service_a-1,100.40%,140.3MiB,256MiB,54.81%
2026-09-24T02:51:56-03:00,scenario_4-service_b-1,27.59%,115.8MiB,256MiB,45.22%
2026-09-24T02:52:01-03:00,scenario_4-service_a-1,20.93%,125.8MiB,256MiB,49.15%
2026-09-24T02:52:01-03:00,scenario_4-service_b-1,0.04%,115.2MiB,256MiB,44.98%
