timestamp,phase,container,key,value
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,usage_usec,25250306
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,user_usec,23322476
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,system_usec,1927829
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,nice_usec,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,core_sched.force_idle_usec,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,nr_periods,277
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,nr_throttled,219
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,throttled_usec,50116043
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,nr_bursts,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_a-1,burst_usec,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,usage_usec,7576377
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,user_usec,6710907
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,system_usec,865470
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,nice_usec,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,core_sched.force_idle_usec,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,nr_periods,281
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,nr_throttled,15
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,throttled_usec,1481107
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,nr_bursts,0
2026-09-24T03:47:26-03:00,start,scenario_4-service_b-1,burst_usec,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,usage_usec,145251609
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,user_usec,133593675
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,system_usec,11657933
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,nice_usec,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,core_sched.force_idle_usec,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,nr_periods,1481
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,nr_throttled,1423
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,throttled_usec,343121403
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,nr_bursts,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_a-1,burst_usec,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,usage_usec,37136100
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,user_usec,32811331
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,system_usec,4324769
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,nice_usec,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,core_sched.force_idle_usec,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,nr_periods,1485
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,nr_throttled,37
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,throttled_usec,1828143
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,nr_bursts,0
2026-09-24T03:49:26-03:00,end,scenario_4-service_b-1,burst_usec,0
