timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T04:31:51-03:00,service-a-79689f88cb-lv2q9,service-a,945,117
2026-09-24T04:31:51-03:00,service-b-b9d464c6d-46gkr,service-b,335,99
2026-09-24T04:31:54-03:00,service-a-79689f88cb-lv2q9,service-a,945,117
2026-09-24T04:31:54-03:00,service-b-b9d464c6d-46gkr,service-b,335,99
2026-09-24T04:31:58-03:00,service-a-79689f88cb-lv2q9,service-a,945,117
2026-09-24T04:31:58-03:00,service-b-b9d464c6d-46gkr,service-b,335,99
2026-09-24T04:32:01-03:00,service-a-79689f88cb-lv2q9,service-a,945,117
2026-09-24T04:32:01-03:00,service-b-b9d464c6d-46gkr,service-b,335,99
2026-09-24T04:32:04-03:00,service-a-79689f88cb-lv2q9,service-a,945,117
2026-09-24T04:32:04-03:00,service-b-b9d464c6d-46gkr,service-b,335,99
2026-09-24T04:32:07-03:00,service-a-79689f88cb-lv2q9,service-a,765,122
2026-09-24T04:32:07-03:00,service-b-b9d464c6d-46gkr,service-b,282,99
2026-09-24T04:32:10-03:00,service-a-79689f88cb-lv2q9,service-a,765,122
2026-09-24T04:32:10-03:00,service-b-b9d464c6d-46gkr,service-b,282,99
2026-09-24T04:32:13-03:00,service-a-79689f88cb-lv2q9,service-a,765,122
2026-09-24T04:32:13-03:00,service-b-b9d464c6d-46gkr,service-b,282,99
2026-09-24T04:32:16-03:00,service-a-79689f88cb-lv2q9,service-a,765,122
2026-09-24T04:32:16-03:00,service-b-b9d464c6d-46gkr,service-b,282,99
2026-09-24T04:32:19-03:00,service-a-79689f88cb-lv2q9,service-a,765,122
2026-09-24T04:32:19-03:00,service-b-b9d464c6d-46gkr,service-b,282,99
2026-09-24T04:32:22-03:00,service-a-79689f88cb-lv2q9,service-a,991,123
2026-09-24T04:32:22-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:25-03:00,service-a-79689f88cb-lv2q9,service-a,991,123
2026-09-24T04:32:25-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:28-03:00,service-a-79689f88cb-lv2q9,service-a,991,123
2026-09-24T04:32:28-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:31-03:00,service-a-79689f88cb-lv2q9,service-a,991,123
2026-09-24T04:32:31-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:34-03:00,service-a-79689f88cb-lv2q9,service-a,991,123
2026-09-24T04:32:34-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:37-03:00,service-a-79689f88cb-lv2q9,service-a,999,122
2026-09-24T04:32:37-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:40-03:00,service-a-79689f88cb-lv2q9,service-a,999,122
2026-09-24T04:32:40-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:43-03:00,service-a-79689f88cb-lv2q9,service-a,999,122
2026-09-24T04:32:43-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:47-03:00,service-a-79689f88cb-lv2q9,service-a,999,122
2026-09-24T04:32:47-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:50-03:00,service-a-79689f88cb-lv2q9,service-a,999,122
2026-09-24T04:32:50-03:00,service-b-b9d464c6d-46gkr,service-b,349,102
2026-09-24T04:32:53-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:32:53-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:32:56-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:32:56-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:32:59-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:32:59-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:33:02-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:02-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:33:05-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:05-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:33:08-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:08-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:11-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:11-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:14-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:14-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:17-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:17-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:20-03:00,service-a-79689f88cb-lv2q9,service-a,993,122
2026-09-24T04:33:20-03:00,service-b-b9d464c6d-46gkr,service-b,353,106
2026-09-24T04:33:23-03:00,service-a-79689f88cb-lv2q9,service-a,993,122
2026-09-24T04:33:23-03:00,service-b-b9d464c6d-46gkr,service-b,353,106
2026-09-24T04:33:26-03:00,service-a-79689f88cb-lv2q9,service-a,993,122
2026-09-24T04:33:26-03:00,service-b-b9d464c6d-46gkr,service-b,353,106
2026-09-24T04:33:29-03:00,service-a-79689f88cb-lv2q9,service-a,993,122
2026-09-24T04:33:29-03:00,service-b-b9d464c6d-46gkr,service-b,353,106
2026-09-24T04:33:32-03:00,service-a-79689f88cb-lv2q9,service-a,993,122
2026-09-24T04:33:32-03:00,service-b-b9d464c6d-46gkr,service-b,353,106
2026-09-24T04:33:36-03:00,service-a-79689f88cb-lv2q9,service-a,994,123
2026-09-24T04:33:36-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:39-03:00,service-a-79689f88cb-lv2q9,service-a,994,123
2026-09-24T04:33:39-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:42-03:00,service-a-79689f88cb-lv2q9,service-a,994,123
2026-09-24T04:33:42-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:45-03:00,service-a-79689f88cb-lv2q9,service-a,994,123
2026-09-24T04:33:45-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:48-03:00,service-a-79689f88cb-lv2q9,service-a,994,123
2026-09-24T04:33:48-03:00,service-b-b9d464c6d-46gkr,service-b,349,106
2026-09-24T04:33:51-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:51-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:33:54-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:54-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
2026-09-24T04:33:57-03:00,service-a-79689f88cb-lv2q9,service-a,994,122
2026-09-24T04:33:57-03:00,service-b-b9d464c6d-46gkr,service-b,351,106
