timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T04:31:47-03:00,10.2,3.09,3753,62.0
2026-09-24T04:31:49-03:00,11.9,2.84,3700,66.0
2026-09-24T04:31:51-03:00,17.9,2.84,3700,68.0
2026-09-24T04:31:53-03:00,26.9,2.70,3736,69.0
2026-09-24T04:31:55-03:00,27.0,2.70,3788,76.0
2026-09-24T04:31:57-03:00,28.3,2.70,3700,67.0
2026-09-24T04:31:59-03:00,25.8,4.32,3789,68.0
2026-09-24T04:32:01-03:00,25.7,4.32,3739,67.0
2026-09-24T04:32:03-03:00,24.9,5.02,3809,68.0
2026-09-24T04:32:05-03:00,26.0,5.02,3700,73.0
2026-09-24T04:32:07-03:00,26.0,5.02,3765,73.0
2026-09-24T04:32:09-03:00,24.8,5.66,3800,71.0
2026-09-24T04:32:11-03:00,26.0,5.66,3844,69.0
2026-09-24T04:32:13-03:00,26.1,6.00,3840,68.0
2026-09-24T04:32:15-03:00,24.9,6.00,3443,69.0
2026-09-24T04:32:17-03:00,25.4,6.25,3340,69.0
2026-09-24T04:32:19-03:00,25.6,6.25,3789,70.0
2026-09-24T04:32:21-03:00,24.9,6.25,3700,72.0
2026-09-24T04:32:23-03:00,27.0,6.79,3700,73.0
2026-09-24T04:32:25-03:00,26.1,6.79,3754,73.0
2026-09-24T04:32:27-03:00,24.9,7.52,3705,69.0
2026-09-24T04:32:29-03:00,25.2,7.52,3752,72.0
2026-09-24T04:32:31-03:00,26.0,7.52,3779,69.0
2026-09-24T04:32:34-03:00,25.2,7.96,3646,69.0
2026-09-24T04:32:36-03:00,26.2,7.96,3831,69.0
2026-09-24T04:32:38-03:00,25.5,8.45,3700,74.0
2026-09-24T04:32:40-03:00,25.6,8.45,3700,75.0
2026-09-24T04:32:42-03:00,25.9,8.45,3759,72.0
2026-09-24T04:32:44-03:00,25.8,7.85,3477,71.0
2026-09-24T04:32:46-03:00,24.9,7.85,3766,71.0
2026-09-24T04:32:48-03:00,26.3,7.30,3788,70.0
2026-09-24T04:32:50-03:00,25.1,7.30,3754,81.0
2026-09-24T04:32:52-03:00,25.3,7.30,3821,70.0
2026-09-24T04:32:54-03:00,25.5,6.80,3743,72.0
2026-09-24T04:32:56-03:00,25.6,6.80,3700,76.0
2026-09-24T04:32:58-03:00,26.4,6.25,3700,75.0
2026-09-24T04:33:00-03:00,31.2,6.25,3868,75.0
2026-09-24T04:33:02-03:00,26.4,6.25,3827,71.0
2026-09-24T04:33:04-03:00,28.4,5.91,3704,72.0
2026-09-24T04:33:06-03:00,27.4,5.91,3701,70.0
2026-09-24T04:33:08-03:00,28.5,5.44,3769,73.0
2026-09-24T04:33:10-03:00,27.4,5.44,3740,72.0
2026-09-24T04:33:12-03:00,27.7,5.44,3700,75.0
2026-09-24T04:33:14-03:00,25.5,5.00,3700,76.0
2026-09-24T04:33:16-03:00,26.0,5.00,3733,74.0
2026-09-24T04:33:18-03:00,25.9,4.76,3792,71.0
2026-09-24T04:33:20-03:00,25.9,4.76,3784,71.0
2026-09-24T04:33:22-03:00,26.1,4.76,3491,70.0
2026-09-24T04:33:24-03:00,25.5,4.54,3837,70.0
2026-09-24T04:33:26-03:00,24.7,4.54,3750,70.0
2026-09-24T04:33:28-03:00,25.5,4.26,3700,74.0
2026-09-24T04:33:30-03:00,26.2,4.26,3700,77.0
2026-09-24T04:33:32-03:00,25.2,4.26,3794,75.0
2026-09-24T04:33:34-03:00,26.3,3.91,3790,71.0
2026-09-24T04:33:36-03:00,25.9,3.91,3827,72.0
2026-09-24T04:33:38-03:00,24.8,3.60,3821,70.0
2026-09-24T04:33:40-03:00,25.7,3.60,3789,71.0
2026-09-24T04:33:42-03:00,25.5,3.60,3819,70.0
2026-09-24T04:33:44-03:00,25.4,3.31,3763,71.0
2026-09-24T04:33:46-03:00,26.1,3.31,3700,77.0
2026-09-24T04:33:48-03:00,26.4,3.05,3759,77.0
2026-09-24T04:33:50-03:00,24.7,3.05,3749,74.0
2026-09-24T04:33:52-03:00,25.8,3.05,3811,71.0
2026-09-24T04:33:54-03:00,25.7,2.80,3833,73.0
2026-09-24T04:33:56-03:00,26.6,2.80,1800,76.0
2026-09-24T04:33:58-03:00,5.0,2.58,3428,63.0
