Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,47342,0,200,206.09757978906833,2.6913330002571456,455.11102700038464,236.2081238646445,393.8742711738498,0.0,200,230,260,270,310,340,360,370,410,440,460
,Aggregated,47342,0,200,206.09757978906833,2.6913330002571456,455.11102700038464,236.2081238646445,393.8742711738498,0.0,200,230,260,270,310,340,360,370,410,440,460
