Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,44117,0,230,244.64043685131207,2.6033419999293983,681.7174040006648,208.27064396944488,366.8532830104927,0.0,230,290,330,350,420,480,540,560,610,660,680
,Aggregated,44117,0,230,244.64043685131207,2.6033419999293983,681.7174040006648,208.27064396944488,366.8532830104927,0.0,230,290,330,350,420,480,540,560,610,660,680
