timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T03:04:55-03:00,scenario_3-service_a-1,21.75%,111.2MiB,256MiB,43.45%
2026-09-24T03:04:55-03:00,scenario_3-service_b-1,14.87%,103.3MiB,256MiB,40.35%
2026-09-24T03:05:00-03:00,scenario_3-service_a-1,89.92%,111.9MiB,256MiB,43.72%
2026-09-24T03:05:00-03:00,scenario_3-service_b-1,28.70%,103.6MiB,256MiB,40.45%
2026-09-24T03:05:05-03:00,scenario_3-service_a-1,101.50%,114.3MiB,256MiB,44.65%
2026-09-24T03:05:05-03:00,scenario_3-service_b-1,31.41%,103.7MiB,256MiB,40.51%
2026-09-24T03:05:10-03:00,scenario_3-service_a-1,100.21%,116.6MiB,256MiB,45.55%
2026-09-24T03:05:10-03:00,scenario_3-service_b-1,40.79%,104.9MiB,256MiB,40.97%
2026-09-24T03:05:15-03:00,scenario_3-service_a-1,101.47%,118.1MiB,256MiB,46.12%
2026-09-24T03:05:15-03:00,scenario_3-service_b-1,50.76%,105.3MiB,256MiB,41.13%
2026-09-24T03:05:20-03:00,scenario_3-service_a-1,102.58%,127.6MiB,256MiB,49.84%
2026-09-24T03:05:20-03:00,scenario_3-service_b-1,50.04%,105.4MiB,256MiB,41.17%
2026-09-24T03:05:25-03:00,scenario_3-service_a-1,101.94%,118MiB,256MiB,46.08%
2026-09-24T03:05:25-03:00,scenario_3-service_b-1,33.37%,104.7MiB,256MiB,40.90%
2026-09-24T03:05:29-03:00,scenario_3-service_a-1,100.32%,117.7MiB,256MiB,45.98%
2026-09-24T03:05:29-03:00,scenario_3-service_b-1,31.76%,105.6MiB,256MiB,41.24%
2026-09-24T03:05:34-03:00,scenario_3-service_a-1,100.12%,117.9MiB,256MiB,46.07%
2026-09-24T03:05:34-03:00,scenario_3-service_b-1,49.18%,106.7MiB,256MiB,41.69%
2026-09-24T03:05:40-03:00,scenario_3-service_a-1,100.89%,119.1MiB,256MiB,46.51%
2026-09-24T03:05:40-03:00,scenario_3-service_b-1,49.80%,106.5MiB,256MiB,41.59%
2026-09-24T03:05:45-03:00,scenario_3-service_a-1,100.64%,130.2MiB,256MiB,50.85%
2026-09-24T03:05:45-03:00,scenario_3-service_b-1,38.60%,106.7MiB,256MiB,41.69%
2026-09-24T03:05:50-03:00,scenario_3-service_a-1,101.24%,117.6MiB,256MiB,45.94%
2026-09-24T03:05:50-03:00,scenario_3-service_b-1,28.93%,108MiB,256MiB,42.19%
2026-09-24T03:05:55-03:00,scenario_3-service_a-1,100.65%,117.8MiB,256MiB,46.00%
2026-09-24T03:05:55-03:00,scenario_3-service_b-1,48.38%,108.4MiB,256MiB,42.33%
2026-09-24T03:06:00-03:00,scenario_3-service_a-1,101.05%,127.3MiB,256MiB,49.73%
2026-09-24T03:06:00-03:00,scenario_3-service_b-1,37.86%,108.3MiB,256MiB,42.32%
2026-09-24T03:06:05-03:00,scenario_3-service_a-1,100.14%,131.1MiB,256MiB,51.23%
2026-09-24T03:06:05-03:00,scenario_3-service_b-1,30.84%,108.6MiB,256MiB,42.44%
2026-09-24T03:06:10-03:00,scenario_3-service_a-1,100.04%,117.8MiB,256MiB,46.02%
2026-09-24T03:06:10-03:00,scenario_3-service_b-1,41.90%,108.1MiB,256MiB,42.22%
2026-09-24T03:06:15-03:00,scenario_3-service_a-1,100.14%,119.4MiB,256MiB,46.65%
2026-09-24T03:06:15-03:00,scenario_3-service_b-1,37.82%,109.7MiB,256MiB,42.85%
2026-09-24T03:06:20-03:00,scenario_3-service_a-1,100.65%,130MiB,256MiB,50.80%
2026-09-24T03:06:20-03:00,scenario_3-service_b-1,47.32%,109.9MiB,256MiB,42.94%
2026-09-24T03:06:25-03:00,scenario_3-service_a-1,100.63%,118MiB,256MiB,46.10%
2026-09-24T03:06:25-03:00,scenario_3-service_b-1,39.70%,110MiB,256MiB,42.95%
2026-09-24T03:06:31-03:00,scenario_3-service_a-1,101.91%,117.9MiB,256MiB,46.06%
2026-09-24T03:06:31-03:00,scenario_3-service_b-1,35.93%,109.9MiB,256MiB,42.92%
2026-09-24T03:06:36-03:00,scenario_3-service_a-1,100.69%,118.4MiB,256MiB,46.24%
2026-09-24T03:06:36-03:00,scenario_3-service_b-1,33.28%,109.5MiB,256MiB,42.77%
2026-09-24T03:06:41-03:00,scenario_3-service_a-1,100.54%,131.3MiB,256MiB,51.28%
2026-09-24T03:06:41-03:00,scenario_3-service_b-1,31.97%,109.7MiB,256MiB,42.86%
2026-09-24T03:06:46-03:00,scenario_3-service_a-1,101.58%,117.9MiB,256MiB,46.05%
2026-09-24T03:06:46-03:00,scenario_3-service_b-1,30.69%,109.9MiB,256MiB,42.94%
2026-09-24T03:06:51-03:00,scenario_3-service_a-1,100.68%,117.8MiB,256MiB,46.01%
2026-09-24T03:06:51-03:00,scenario_3-service_b-1,50.16%,109.5MiB,256MiB,42.78%
2026-09-24T03:06:56-03:00,scenario_3-service_a-1,100.85%,119.6MiB,256MiB,46.72%
2026-09-24T03:06:56-03:00,scenario_3-service_b-1,40.74%,109.7MiB,256MiB,42.84%
2026-09-24T03:07:01-03:00,scenario_3-service_a-1,101.78%,127.8MiB,256MiB,49.92%
2026-09-24T03:07:01-03:00,scenario_3-service_b-1,35.98%,109.7MiB,256MiB,42.86%
2026-09-24T03:07:06-03:00,scenario_3-service_a-1,21.12%,116.7MiB,256MiB,45.59%
2026-09-24T03:07:06-03:00,scenario_3-service_b-1,9.29%,109.6MiB,256MiB,42.81%
