timestamp,cpu_busy_percent,load1,cpu_mhz_mean,temp_max_c
2026-09-24T04:37:09-03:00,11.3,1.78,3885,61.0
2026-09-24T04:37:11-03:00,13.4,1.78,3450,63.0
2026-09-24T04:37:13-03:00,21.7,1.64,3764,67.0
2026-09-24T04:37:15-03:00,24.4,1.64,3871,69.0
2026-09-24T04:37:17-03:00,24.9,1.64,3700,75.0
2026-09-24T04:37:19-03:00,26.6,1.83,3382,68.0
2026-09-24T04:37:21-03:00,25.1,1.83,3826,69.0
2026-09-24T04:37:23-03:00,24.5,1.68,3470,69.0
2026-09-24T04:37:25-03:00,24.7,1.68,3368,66.0
2026-09-24T04:37:27-03:00,23.4,1.68,2997,67.0
2026-09-24T04:37:29-03:00,25.8,1.55,3700,74.0
2026-09-24T04:37:31-03:00,24.3,1.55,3700,77.0
2026-09-24T04:37:33-03:00,24.5,1.42,3873,72.0
2026-09-24T04:37:35-03:00,23.6,1.42,3009,66.0
2026-09-24T04:37:37-03:00,24.5,1.42,3371,70.0
2026-09-24T04:37:39-03:00,24.3,1.39,3440,67.0
2026-09-24T04:37:41-03:00,25.6,1.39,3198,67.0
2026-09-24T04:37:43-03:00,24.5,1.28,2976,67.0
2026-09-24T04:37:45-03:00,25.2,1.28,3700,73.0
2026-09-24T04:37:47-03:00,25.2,1.28,3701,72.0
2026-09-24T04:37:49-03:00,25.1,1.26,3825,71.0
2026-09-24T04:37:51-03:00,24.0,1.26,3775,69.0
2026-09-24T04:37:53-03:00,25.3,1.24,3769,69.0
2026-09-24T04:37:55-03:00,24.0,1.24,3416,69.0
2026-09-24T04:37:57-03:00,24.5,1.14,2513,69.0
2026-09-24T04:37:59-03:00,23.7,1.14,3405,69.0
2026-09-24T04:38:01-03:00,25.4,1.14,3700,71.0
2026-09-24T04:38:03-03:00,24.4,1.04,3700,76.0
2026-09-24T04:38:06-03:00,25.0,1.04,3700,76.0
2026-09-24T04:38:08-03:00,23.0,0.96,3824,71.0
2026-09-24T04:38:10-03:00,25.1,0.96,3736,70.0
2026-09-24T04:38:12-03:00,23.3,0.96,3857,69.0
2026-09-24T04:38:14-03:00,26.1,0.88,3348,69.0
2026-09-24T04:38:16-03:00,23.5,0.88,3768,82.0
2026-09-24T04:38:18-03:00,25.1,0.81,2979,69.0
2026-09-24T04:38:20-03:00,23.9,0.81,3700,74.0
2026-09-24T04:38:22-03:00,25.8,0.81,3783,71.0
2026-09-24T04:38:24-03:00,23.2,0.75,3777,71.0
2026-09-24T04:38:26-03:00,25.9,0.75,2998,69.0
2026-09-24T04:38:28-03:00,23.6,0.69,3349,69.0
2026-09-24T04:38:30-03:00,25.5,0.69,3423,68.0
2026-09-24T04:38:32-03:00,23.6,0.69,3391,69.0
2026-09-24T04:38:34-03:00,24.8,0.63,2973,70.0
2026-09-24T04:38:36-03:00,24.5,0.63,3700,74.0
2026-09-24T04:38:38-03:00,26.1,0.58,3700,81.0
2026-09-24T04:38:40-03:00,23.3,0.58,3774,71.0
2026-09-24T04:38:42-03:00,24.8,0.58,3444,69.0
2026-09-24T04:38:44-03:00,23.2,0.53,2579,69.0
2026-09-24T04:38:46-03:00,25.6,0.53,2972,70.0
2026-09-24T04:38:48-03:00,24.2,0.49,2240,70.0
2026-09-24T04:38:50-03:00,25.2,0.49,2938,70.0
2026-09-24T04:38:52-03:00,23.9,0.49,3700,73.0
2026-09-24T04:38:54-03:00,25.1,0.45,3700,72.0
2026-09-24T04:38:56-03:00,24.4,0.45,3774,72.0
2026-09-24T04:38:58-03:00,24.8,0.42,3803,69.0
2026-09-24T04:39:00-03:00,24.9,0.42,3781,71.0
2026-09-24T04:39:02-03:00,24.8,0.42,3810,68.0
2026-09-24T04:39:04-03:00,24.1,0.38,3814,68.0
2026-09-24T04:39:06-03:00,24.6,0.38,3397,69.0
2026-09-24T04:39:08-03:00,24.7,0.35,3761,72.0
2026-09-24T04:39:10-03:00,25.3,0.35,3700,77.0
2026-09-24T04:39:12-03:00,24.3,0.35,3700,75.0
2026-09-24T04:39:14-03:00,23.2,0.32,3839,67.0
2026-09-24T04:39:16-03:00,24.8,0.32,3014,69.0
2026-09-24T04:39:18-03:00,25.5,0.38,2976,79.0
2026-09-24T04:39:20-03:00,1.7,0.38,3046,63.0
2026-09-24T04:39:22-03:00,3.6,0.38,2158,61.0
2026-09-24T04:39:24-03:00,2.6,0.35,3058,59.0
