timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T02:30:03-03:00,scenario_2-service_a-1,67.69%,130MiB,256MiB,50.78%
2026-09-24T02:30:03-03:00,scenario_2-service_b-1,13.83%,108.6MiB,256MiB,42.41%
2026-09-24T02:30:08-03:00,scenario_2-service_a-1,100.99%,118.2MiB,256MiB,46.16%
2026-09-24T02:30:08-03:00,scenario_2-service_b-1,18.66%,108.7MiB,256MiB,42.45%
2026-09-24T02:30:14-03:00,scenario_2-service_a-1,101.64%,119MiB,256MiB,46.49%
2026-09-24T02:30:14-03:00,scenario_2-service_b-1,25.98%,110.4MiB,256MiB,43.13%
2026-09-24T02:30:19-03:00,scenario_2-service_a-1,101.74%,127.7MiB,256MiB,49.89%
2026-09-24T02:30:19-03:00,scenario_2-service_b-1,48.01%,108.7MiB,256MiB,42.44%
2026-09-24T02:30:24-03:00,scenario_2-service_a-1,99.69%,130.9MiB,256MiB,51.15%
2026-09-24T02:30:24-03:00,scenario_2-service_b-1,46.71%,108.9MiB,256MiB,42.54%
2026-09-24T02:30:29-03:00,scenario_2-service_a-1,100.02%,135.1MiB,256MiB,52.76%
2026-09-24T02:30:29-03:00,scenario_2-service_b-1,16.71%,108.6MiB,256MiB,42.41%
2026-09-24T02:30:34-03:00,scenario_2-service_a-1,99.80%,138.3MiB,256MiB,54.03%
2026-09-24T02:30:34-03:00,scenario_2-service_b-1,16.57%,108.5MiB,256MiB,42.38%
2026-09-24T02:30:39-03:00,scenario_2-service_a-1,100.35%,124.5MiB,256MiB,48.62%
2026-09-24T02:30:39-03:00,scenario_2-service_b-1,25.13%,117.9MiB,256MiB,46.04%
2026-09-24T02:30:44-03:00,scenario_2-service_a-1,100.33%,125.3MiB,256MiB,48.95%
2026-09-24T02:30:44-03:00,scenario_2-service_b-1,45.92%,108.5MiB,256MiB,42.39%
2026-09-24T02:30:48-03:00,scenario_2-service_a-1,100.25%,124.8MiB,256MiB,48.74%
2026-09-24T02:30:48-03:00,scenario_2-service_b-1,47.61%,110.2MiB,256MiB,43.05%
2026-09-24T02:30:53-03:00,scenario_2-service_a-1,99.91%,124.4MiB,256MiB,48.61%
2026-09-24T02:30:53-03:00,scenario_2-service_b-1,45.76%,111.9MiB,256MiB,43.70%
2026-09-24T02:30:58-03:00,scenario_2-service_a-1,99.68%,125MiB,256MiB,48.84%
2026-09-24T02:30:58-03:00,scenario_2-service_b-1,20.22%,112.2MiB,256MiB,43.82%
2026-09-24T02:31:03-03:00,scenario_2-service_a-1,101.04%,124.9MiB,256MiB,48.81%
2026-09-24T02:31:03-03:00,scenario_2-service_b-1,30.77%,121.9MiB,256MiB,47.62%
2026-09-24T02:31:09-03:00,scenario_2-service_a-1,102.74%,133.5MiB,256MiB,52.15%
2026-09-24T02:31:09-03:00,scenario_2-service_b-1,41.18%,111.7MiB,256MiB,43.62%
2026-09-24T02:31:14-03:00,scenario_2-service_a-1,101.20%,138MiB,256MiB,53.89%
2026-09-24T02:31:14-03:00,scenario_2-service_b-1,27.28%,121.3MiB,256MiB,47.38%
2026-09-24T02:31:19-03:00,scenario_2-service_a-1,100.52%,125MiB,256MiB,48.81%
2026-09-24T02:31:19-03:00,scenario_2-service_b-1,42.81%,112.3MiB,256MiB,43.87%
2026-09-24T02:31:24-03:00,scenario_2-service_a-1,100.32%,124.7MiB,256MiB,48.70%
2026-09-24T02:31:24-03:00,scenario_2-service_b-1,38.22%,112.1MiB,256MiB,43.78%
2026-09-24T02:31:29-03:00,scenario_2-service_a-1,100.84%,124.5MiB,256MiB,48.64%
2026-09-24T02:31:29-03:00,scenario_2-service_b-1,22.14%,113.2MiB,256MiB,44.23%
2026-09-24T02:31:34-03:00,scenario_2-service_a-1,101.09%,124.7MiB,256MiB,48.73%
2026-09-24T02:31:34-03:00,scenario_2-service_b-1,44.70%,115.3MiB,256MiB,45.06%
2026-09-24T02:31:39-03:00,scenario_2-service_a-1,100.81%,134.8MiB,256MiB,52.66%
2026-09-24T02:31:39-03:00,scenario_2-service_b-1,39.44%,127.2MiB,256MiB,49.67%
2026-09-24T02:31:44-03:00,scenario_2-service_a-1,100.48%,136.5MiB,256MiB,53.33%
2026-09-24T02:31:44-03:00,scenario_2-service_b-1,45.68%,115.2MiB,256MiB,44.99%
2026-09-24T02:31:49-03:00,scenario_2-service_a-1,100.22%,137.7MiB,256MiB,53.80%
2026-09-24T02:31:49-03:00,scenario_2-service_b-1,30.13%,115.2MiB,256MiB,45.02%
2026-09-24T02:31:54-03:00,scenario_2-service_a-1,100.37%,125.1MiB,256MiB,48.85%
2026-09-24T02:31:54-03:00,scenario_2-service_b-1,18.70%,115.6MiB,256MiB,45.15%
2026-09-24T02:32:00-03:00,scenario_2-service_a-1,100.83%,124.8MiB,256MiB,48.77%
2026-09-24T02:32:00-03:00,scenario_2-service_b-1,19.80%,115.3MiB,256MiB,45.06%
2026-09-24T02:32:05-03:00,scenario_2-service_a-1,99.85%,124.9MiB,256MiB,48.78%
2026-09-24T02:32:05-03:00,scenario_2-service_b-1,42.56%,128MiB,256MiB,50.00%
2026-09-24T02:32:10-03:00,scenario_2-service_a-1,103.61%,134.7MiB,256MiB,52.61%
2026-09-24T02:32:10-03:00,scenario_2-service_b-1,46.84%,115.1MiB,256MiB,44.97%
2026-09-24T02:32:15-03:00,scenario_2-service_a-1,0.04%,123.3MiB,256MiB,48.16%
2026-09-24T02:32:15-03:00,scenario_2-service_b-1,1.92%,114.8MiB,256MiB,44.83%
