Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,22390,0,590,722.1611255154041,4.813454999748501,1641.6912460008461,236.74497543546227,187.80209056064987,0.0,590,720,800,1300,1400,1400,1500,1500,1600,1600,1600
,Aggregated,22390,0,590,722.1611255154041,4.813454999748501,1641.6912460008461,236.74497543546227,187.80209056064987,0.0,590,720,800,1300,1400,1400,1500,1500,1600,1600,1600
