Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,47147,0,210,209.75699726531113,25.96939299837686,448.25652499639546,236.27785437037352,392.2481288133124,0.0,210,230,240,250,270,290,310,320,360,380,450
,Aggregated,47147,0,210,209.75699726531113,25.96939299837686,448.25652499639546,236.27785437037352,392.2481288133124,0.0,210,230,240,250,270,290,310,320,360,380,450
