Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,59722,0,23,70.2341695371391,2.5712260003274423,443.9985560002242,208.07883192123506,498.1284930142638,0.0,23,99,130,140,180,220,280,330,410,430,440
,Aggregated,59722,0,23,70.2341695371391,2.5712260003274423,443.9985560002242,208.07883192123506,498.1284930142638,0.0,23,99,130,140,180,220,280,330,410,430,440
