timestamp,phase,container,key,value
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,usage_usec,19719333
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,user_usec,16656136
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,system_usec,3063197
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,nice_usec,0
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,core_sched.force_idle_usec,0
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,nr_periods,270
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,nr_throttled,132
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,throttled_usec,11084106
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,nr_bursts,0
2026-09-24T01:53:48-03:00,start,service-a-79689f88cb-6l45h/service-a,burst_usec,0
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,usage_usec,7558373
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,user_usec,6325618
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,system_usec,1232754
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,nice_usec,0
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,core_sched.force_idle_usec,0
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,nr_periods,270
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,nr_throttled,5
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,throttled_usec,399504
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,nr_bursts,0
2026-09-24T01:53:48-03:00,start,service-b-b9d464c6d-6p8xx/service-b,burst_usec,0
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,usage_usec,139305188
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,user_usec,115110945
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,system_usec,24194243
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,nice_usec,0
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,core_sched.force_idle_usec,0
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,nr_periods,1474
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,nr_throttled,1333
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,throttled_usec,89992329
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,nr_bursts,0
2026-09-24T01:55:48-03:00,end,service-a-79689f88cb-6l45h/service-a,burst_usec,0
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,usage_usec,48901845
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,user_usec,40144712
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,system_usec,8757133
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,nice_usec,0
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,core_sched.force_idle_usec,0
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,nr_periods,1473
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,nr_throttled,5
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,throttled_usec,399504
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,nr_bursts,0
2026-09-24T01:55:48-03:00,end,service-b-b9d464c6d-6p8xx/service-b,burst_usec,0
