timestamp,pod,container,cpu_millicores,mem_mib
2026-09-24T01:53:44-03:00,service-a-79689f88cb-6l45h,service-a,629,117
2026-09-24T01:53:44-03:00,service-b-b9d464c6d-6p8xx,service-b,273,99
2026-09-24T01:53:47-03:00,service-a-79689f88cb-6l45h,service-a,629,117
2026-09-24T01:53:47-03:00,service-b-b9d464c6d-6p8xx,service-b,273,99
2026-09-24T01:53:50-03:00,service-a-79689f88cb-6l45h,service-a,629,117
2026-09-24T01:53:50-03:00,service-b-b9d464c6d-6p8xx,service-b,273,99
2026-09-24T01:53:53-03:00,service-a-79689f88cb-6l45h,service-a,629,117
2026-09-24T01:53:53-03:00,service-b-b9d464c6d-6p8xx,service-b,273,99
2026-09-24T01:53:57-03:00,service-a-79689f88cb-6l45h,service-a,629,117
2026-09-24T01:53:57-03:00,service-b-b9d464c6d-6p8xx,service-b,273,99
2026-09-24T01:54:00-03:00,service-a-79689f88cb-6l45h,service-a,695,117
2026-09-24T01:54:00-03:00,service-b-b9d464c6d-6p8xx,service-b,259,98
2026-09-24T01:54:03-03:00,service-a-79689f88cb-6l45h,service-a,695,117
2026-09-24T01:54:03-03:00,service-b-b9d464c6d-6p8xx,service-b,259,98
2026-09-24T01:54:06-03:00,service-a-79689f88cb-6l45h,service-a,695,117
2026-09-24T01:54:06-03:00,service-b-b9d464c6d-6p8xx,service-b,259,98
2026-09-24T01:54:09-03:00,service-a-79689f88cb-6l45h,service-a,695,117
2026-09-24T01:54:09-03:00,service-b-b9d464c6d-6p8xx,service-b,259,98
2026-09-24T01:54:12-03:00,service-a-79689f88cb-6l45h,service-a,695,117
2026-09-24T01:54:12-03:00,service-b-b9d464c6d-6p8xx,service-b,259,98
2026-09-24T01:54:15-03:00,service-a-79689f88cb-6l45h,service-a,986,123
2026-09-24T01:54:15-03:00,service-b-b9d464c6d-6p8xx,service-b,346,103
2026-09-24T01:54:18-03:00,service-a-79689f88cb-6l45h,service-a,986,123
2026-09-24T01:54:18-03:00,service-b-b9d464c6d-6p8xx,service-b,346,103
2026-09-24T01:54:21-03:00,service-a-79689f88cb-6l45h,service-a,986,123
2026-09-24T01:54:21-03:00,service-b-b9d464c6d-6p8xx,service-b,346,103
2026-09-24T01:54:24-03:00,service-a-79689f88cb-6l45h,service-a,986,123
2026-09-24T01:54:24-03:00,service-b-b9d464c6d-6p8xx,service-b,346,103
2026-09-24T01:54:27-03:00,service-a-79689f88cb-6l45h,service-a,986,123
