timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T04:27:38-03:00,scenario_1-service_a-1,20.80%,107.9MiB,256MiB,42.15%
2026-09-24T04:27:38-03:00,scenario_1-service_b-1,29.45%,97.51MiB,256MiB,38.09%
2026-09-24T04:27:43-03:00,scenario_1-service_a-1,80.36%,109.1MiB,256MiB,42.60%
2026-09-24T04:27:43-03:00,scenario_1-service_b-1,27.48%,97.5MiB,256MiB,38.09%
2026-09-24T04:27:48-03:00,scenario_1-service_a-1,100.22%,121.2MiB,256MiB,47.35%
2026-09-24T04:27:48-03:00,scenario_1-service_b-1,37.74%,97.85MiB,256MiB,38.22%
2026-09-24T04:27:53-03:00,scenario_1-service_a-1,100.10%,125.6MiB,256MiB,49.08%
2026-09-24T04:27:53-03:00,scenario_1-service_b-1,59.54%,99.18MiB,256MiB,38.74%
2026-09-24T04:27:59-03:00,scenario_1-service_a-1,100.92%,114.8MiB,256MiB,44.86%
2026-09-24T04:27:59-03:00,scenario_1-service_b-1,45.58%,110.3MiB,256MiB,43.10%
2026-09-24T04:28:04-03:00,scenario_1-service_a-1,100.97%,125.4MiB,256MiB,49.00%
2026-09-24T04:28:04-03:00,scenario_1-service_b-1,65.85%,113.6MiB,256MiB,44.39%
2026-09-24T04:28:09-03:00,scenario_1-service_a-1,100.91%,128.4MiB,256MiB,50.16%
2026-09-24T04:28:09-03:00,scenario_1-service_b-1,58.16%,100.9MiB,256MiB,39.41%
2026-09-24T04:28:14-03:00,scenario_1-service_a-1,100.11%,128.5MiB,256MiB,50.20%
2026-09-24T04:28:14-03:00,scenario_1-service_b-1,37.12%,101MiB,256MiB,39.45%
2026-09-24T04:28:19-03:00,scenario_1-service_a-1,101.57%,115.4MiB,256MiB,45.08%
2026-09-24T04:28:19-03:00,scenario_1-service_b-1,46.27%,101.1MiB,256MiB,39.48%
2026-09-24T04:28:24-03:00,scenario_1-service_a-1,101.13%,125.8MiB,256MiB,49.13%
2026-09-24T04:28:24-03:00,scenario_1-service_b-1,36.47%,100.6MiB,256MiB,39.28%
2026-09-24T04:28:29-03:00,scenario_1-service_a-1,101.29%,127.9MiB,256MiB,49.98%
2026-09-24T04:28:29-03:00,scenario_1-service_b-1,29.21%,101.2MiB,256MiB,39.55%
2026-09-24T04:28:34-03:00,scenario_1-service_a-1,100.12%,115.6MiB,256MiB,45.14%
2026-09-24T04:28:34-03:00,scenario_1-service_b-1,31.53%,101MiB,256MiB,39.44%
2026-09-24T04:28:39-03:00,scenario_1-service_a-1,100.40%,115.2MiB,256MiB,45.01%
2026-09-24T04:28:39-03:00,scenario_1-service_b-1,64.90%,101.1MiB,256MiB,39.51%
2026-09-24T04:28:44-03:00,scenario_1-service_a-1,100.80%,125.3MiB,256MiB,48.96%
2026-09-24T04:28:44-03:00,scenario_1-service_b-1,62.72%,113.8MiB,256MiB,44.44%
2026-09-24T04:28:50-03:00,scenario_1-service_a-1,101.12%,115.7MiB,256MiB,45.21%
2026-09-24T04:28:50-03:00,scenario_1-service_b-1,56.21%,101.3MiB,256MiB,39.59%
2026-09-24T04:28:55-03:00,scenario_1-service_a-1,100.84%,114.9MiB,256MiB,44.88%
2026-09-24T04:28:55-03:00,scenario_1-service_b-1,62.59%,103.1MiB,256MiB,40.29%
2026-09-24T04:29:00-03:00,scenario_1-service_a-1,100.84%,125MiB,256MiB,48.85%
2026-09-24T04:29:00-03:00,scenario_1-service_b-1,50.94%,102.8MiB,256MiB,40.15%
2026-09-24T04:29:05-03:00,scenario_1-service_a-1,100.80%,124.9MiB,256MiB,48.81%
2026-09-24T04:29:05-03:00,scenario_1-service_b-1,39.36%,112.1MiB,256MiB,43.81%
2026-09-24T04:29:10-03:00,scenario_1-service_a-1,99.98%,115.5MiB,256MiB,45.13%
2026-09-24T04:29:10-03:00,scenario_1-service_b-1,31.46%,102.6MiB,256MiB,40.09%
2026-09-24T04:29:15-03:00,scenario_1-service_a-1,100.61%,118.8MiB,256MiB,46.40%
2026-09-24T04:29:15-03:00,scenario_1-service_b-1,37.45%,102.8MiB,256MiB,40.15%
2026-09-24T04:29:20-03:00,scenario_1-service_a-1,100.79%,128.8MiB,256MiB,50.30%
2026-09-24T04:29:20-03:00,scenario_1-service_b-1,32.64%,102.5MiB,256MiB,40.05%
2026-09-24T04:29:25-03:00,scenario_1-service_a-1,100.56%,128.4MiB,256MiB,50.16%
2026-09-24T04:29:25-03:00,scenario_1-service_b-1,48.17%,102.9MiB,256MiB,40.18%
2026-09-24T04:29:30-03:00,scenario_1-service_a-1,102.62%,115.2MiB,256MiB,45.00%
2026-09-24T04:29:30-03:00,scenario_1-service_b-1,66.24%,103.1MiB,256MiB,40.29%
2026-09-24T04:29:35-03:00,scenario_1-service_a-1,102.43%,116.1MiB,256MiB,45.35%
2026-09-24T04:29:35-03:00,scenario_1-service_b-1,29.72%,102.9MiB,256MiB,40.19%
2026-09-24T04:29:41-03:00,scenario_1-service_a-1,101.32%,115.9MiB,256MiB,45.26%
2026-09-24T04:29:41-03:00,scenario_1-service_b-1,52.65%,102.5MiB,256MiB,40.05%
2026-09-24T04:29:46-03:00,scenario_1-service_a-1,101.51%,115.4MiB,256MiB,45.09%
2026-09-24T04:29:46-03:00,scenario_1-service_b-1,38.01%,102.3MiB,256MiB,39.98%
2026-09-24T04:29:51-03:00,scenario_1-service_a-1,0.05%,114.3MiB,256MiB,44.64%
2026-09-24T04:29:51-03:00,scenario_1-service_b-1,0.06%,102MiB,256MiB,39.83%
