Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,21678,0,770,756.2565660260673,6.25467700047011,1213.3434940005827,236.87342005720086,181.76775201037725,0.0,770,850,890,920,980,1000,1000,1100,1100,1200,1200
,Aggregated,21678,0,770,756.2565660260673,6.25467700047011,1213.3434940005827,236.87342005720086,181.76775201037725,0.0,770,850,890,920,980,1000,1000,1100,1100,1200,1200
