timestamp,container,cpu_percent,memory_usage,memory_limit,memory_percent
2026-09-24T01:35:06-03:00,scenario_3-service_a-1,21.06%,110.9MiB,256MiB,43.31%
2026-09-24T01:35:06-03:00,scenario_3-service_b-1,16.86%,103.3MiB,256MiB,40.36%
2026-09-24T01:35:11-03:00,scenario_3-service_a-1,87.60%,111.6MiB,256MiB,43.60%
2026-09-24T01:35:11-03:00,scenario_3-service_b-1,29.87%,103.7MiB,256MiB,40.49%
2026-09-24T01:35:16-03:00,scenario_3-service_a-1,102.35%,124.2MiB,256MiB,48.51%
2026-09-24T01:35:16-03:00,scenario_3-service_b-1,42.96%,109.9MiB,256MiB,42.94%
2026-09-24T01:35:21-03:00,scenario_3-service_a-1,100.70%,126.5MiB,256MiB,49.43%
2026-09-24T01:35:21-03:00,scenario_3-service_b-1,34.67%,103.9MiB,256MiB,40.58%
2026-09-24T01:35:26-03:00,scenario_3-service_a-1,100.09%,117.7MiB,256MiB,45.96%
2026-09-24T01:35:26-03:00,scenario_3-service_b-1,50.63%,103.9MiB,256MiB,40.57%
2026-09-24T01:35:31-03:00,scenario_3-service_a-1,100.99%,126.8MiB,256MiB,49.54%
2026-09-24T01:35:31-03:00,scenario_3-service_b-1,50.56%,105.4MiB,256MiB,41.15%
2026-09-24T01:35:36-03:00,scenario_3-service_a-1,100.48%,130.6MiB,256MiB,51.02%
2026-09-24T01:35:36-03:00,scenario_3-service_b-1,39.68%,106.6MiB,256MiB,41.64%
2026-09-24T01:35:42-03:00,scenario_3-service_a-1,100.45%,117.7MiB,256MiB,45.97%
2026-09-24T01:35:42-03:00,scenario_3-service_b-1,31.92%,108.1MiB,256MiB,42.24%
2026-09-24T01:35:47-03:00,scenario_3-service_a-1,100.91%,117.6MiB,256MiB,45.95%
2026-09-24T01:35:47-03:00,scenario_3-service_b-1,37.32%,107.5MiB,256MiB,42.00%
2026-09-24T01:35:52-03:00,scenario_3-service_a-1,101.05%,130MiB,256MiB,50.79%
2026-09-24T01:35:52-03:00,scenario_3-service_b-1,34.58%,108.6MiB,256MiB,42.41%
2026-09-24T01:35:57-03:00,scenario_3-service_a-1,99.99%,117.5MiB,256MiB,45.91%
2026-09-24T01:35:57-03:00,scenario_3-service_b-1,28.51%,108.1MiB,256MiB,42.24%
2026-09-24T01:36:02-03:00,scenario_3-service_a-1,101.47%,117.8MiB,256MiB,46.03%
2026-09-24T01:36:02-03:00,scenario_3-service_b-1,48.55%,108.7MiB,256MiB,42.45%
2026-09-24T01:36:07-03:00,scenario_3-service_a-1,100.61%,127.5MiB,256MiB,49.79%
2026-09-24T01:36:07-03:00,scenario_3-service_b-1,37.62%,108.3MiB,256MiB,42.29%
2026-09-24T01:36:12-03:00,scenario_3-service_a-1,100.09%,129.2MiB,256MiB,50.49%
2026-09-24T01:36:12-03:00,scenario_3-service_b-1,33.49%,107.9MiB,256MiB,42.15%
2026-09-24T01:36:17-03:00,scenario_3-service_a-1,101.06%,117.6MiB,256MiB,45.93%
2026-09-24T01:36:17-03:00,scenario_3-service_b-1,37.38%,107.8MiB,256MiB,42.12%
2026-09-24T01:36:22-03:00,scenario_3-service_a-1,101.28%,126.6MiB,256MiB,49.46%
2026-09-24T01:36:22-03:00,scenario_3-service_b-1,37.45%,107.9MiB,256MiB,42.15%
2026-09-24T01:36:27-03:00,scenario_3-service_a-1,101.34%,126.5MiB,256MiB,49.43%
2026-09-24T01:36:27-03:00,scenario_3-service_b-1,29.06%,108.1MiB,256MiB,42.23%
2026-09-24T01:36:33-03:00,scenario_3-service_a-1,100.09%,117.5MiB,256MiB,45.89%
2026-09-24T01:36:33-03:00,scenario_3-service_b-1,29.52%,110MiB,256MiB,42.96%
2026-09-24T01:36:38-03:00,scenario_3-service_a-1,100.89%,117.5MiB,256MiB,45.91%
2026-09-24T01:36:38-03:00,scenario_3-service_b-1,37.03%,110MiB,256MiB,42.98%
2026-09-24T01:36:43-03:00,scenario_3-service_a-1,100.24%,127.2MiB,256MiB,49.69%
2026-09-24T01:36:43-03:00,scenario_3-service_b-1,49.13%,110MiB,256MiB,42.98%
2026-09-24T01:36:48-03:00,scenario_3-service_a-1,100.80%,127.6MiB,256MiB,49.84%
2026-09-24T01:36:48-03:00,scenario_3-service_b-1,44.24%,109.8MiB,256MiB,42.88%
2026-09-24T01:36:53-03:00,scenario_3-service_a-1,100.53%,117.8MiB,256MiB,46.02%
2026-09-24T01:36:53-03:00,scenario_3-service_b-1,36.51%,113.2MiB,256MiB,44.24%
2026-09-24T01:36:58-03:00,scenario_3-service_a-1,101.35%,126.8MiB,256MiB,49.52%
2026-09-24T01:36:58-03:00,scenario_3-service_b-1,48.76%,109.6MiB,256MiB,42.80%
2026-09-24T01:37:03-03:00,scenario_3-service_a-1,101.43%,126.5MiB,256MiB,49.41%
2026-09-24T01:37:03-03:00,scenario_3-service_b-1,40.37%,109.9MiB,256MiB,42.92%
2026-09-24T01:37:08-03:00,scenario_3-service_a-1,100.33%,117.3MiB,256MiB,45.81%
2026-09-24T01:37:08-03:00,scenario_3-service_b-1,40.56%,110.1MiB,256MiB,43.03%
2026-09-24T01:37:13-03:00,scenario_3-service_a-1,100.52%,117.4MiB,256MiB,45.86%
2026-09-24T01:37:13-03:00,scenario_3-service_b-1,39.87%,109.4MiB,256MiB,42.75%
2026-09-24T01:37:18-03:00,scenario_3-service_a-1,0.04%,116.2MiB,256MiB,45.38%
2026-09-24T01:37:18-03:00,scenario_3-service_b-1,0.04%,109.3MiB,256MiB,42.70%
