Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,43747,0,240,248.843044295728,26.64503599953605,622.2074329998577,208.28061352778477,364.05572359420927,0.0,240,280,310,320,370,410,450,470,520,560,620
,Aggregated,43747,0,240,248.843044295728,26.64503599953605,622.2074329998577,208.28061352778477,364.05572359420927,0.0,240,280,310,320,370,410,450,470,520,560,620
