Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,22537,2,690,765.0905089031783,15.788017000886612,1479.136705998826,236.82526511958113,187.53907992546792,0.016642772323332115,690,790,910,1100,1200,1200,1300,1300,1400,1400,1500
,Aggregated,22537,2,690,765.0905089031783,15.788017000886612,1479.136705998826,236.82526511958113,187.53907992546792,0.016642772323332115,690,790,910,1100,1200,1200,1300,1300,1400,1400,1500
