Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/api/v1/checkout,47336,0,180,206.0018784673588,2.7627179988485295,508.8518459997431,236.2035659962819,393.6305111561941,0.0,180,230,280,310,360,380,410,430,470,500,510
,Aggregated,47336,0,180,206.0018784673588,2.7627179988485295,508.8518459997431,236.2035659962819,393.6305111561941,0.0,180,230,280,310,360,380,410,430,470,500,510
